	sideefects
1950	, skin weeping
1951	, anthrax
1952	, metastases to eye
1953	, splenorenal shunt
1954	, low set ears
1955	, simple mastectomy
1956	, polyuria
1957	, ingrown hair
1958	, rales
1959	, dry lung syndrome
1960	, shift to the right
1961	, facial pain
1962	, aqueous humour leakage
1963	, cyclic amp increased
1964	, po2
1965	, stenotrophomonas sepsis
1966	, phlebitis superficial
1967	, cryptococcosis
1968	, myelofibrosis
1969	, decidual cast
1970	, genetic counselling
1971	, colonic abscess
1972	, erythema multiforme
1973	, hysterocele
1974	, cerebral malaria
1975	, resting tremor
1976	, myocardiac abscess
1977	, acute psychosis
1978	, eyelid margin crusting
1979	, caustic injury
1980	, acidosis
1981	, phlebotomus fever
1982	, therapeutic product cross-reactivity
1983	, human ehrlichiosis
1984	, biopsy kidney
1985	, perry syndrome
1986	, larynx irritation
1987	, hypochondriasis
1988	, vaginismus
1989	, lipomeningocele
1990	, cyst
1991	, anoxia
1992	, ovarian mass
1993	, von hippel-lindau disease
1994	, liver palpable subcostal
1995	, vascular pain
1996	, macroamylasaemia
1997	, ulnar nerve palsy
1998	, product compounding quality issue
1999	, foster care
2000	, parotid duct cyst
2001	, cervix warts
2002	, ossiculoplasty
2003	, female condom
2004	, sympathomimetic effect
2005	, wound sepsis
2006	, dyspnoea
2007	, blood pressure
2008	, osteopathic treatment
2009	, h1n1 influenza
2010	, urinary tract polyp
2011	, blebitis
2012	, bone cyst
2013	, vascular access site rupture
2014	, warty dyskeratoma
2015	, catabolic state
2016	, head lag
2017	, cystic lymphangioma
2018	, lipogranuloma
2019	, bioptic surgery
2020	, phalangeal hypoplasia
2021	, fistula
2022	, adnexa uteri pain
2023	, anorchism
2024	, cytomegalovirus viraemia
2025	, mammogram abnormal
2026	, past-pointing
2027	, pelvic fluid collection
2028	, synovial cyst
2029	, hypogeusia
2030	, intra-nasal antrostomy
2031	, vaginitis
2032	, myocardial reperfusion injury
2033	, endometrioma
2034	, orf
2035	, blood urea
2036	, homeopathy
2037	, salivary gland hypertrophy
2038	, wound dehiscence
2039	, sickle cell disease
2040	, human anti-human antibody test
2041	, optic pathway injury
2042	, dextrocardia
2043	, lethargy
2044	, fracture nonunion
2045	, rash scaly
2046	, fibrous dysplasia of jaw
2047	, amphetamines
2048	, loose stools
2049	, full blood count
2050	, migraine-triggered seizure
2051	, hereditary angioedema
2052	, fibroma
2053	, impaired self-care
2054	, angina unstable
2055	, jejunal stenosis
2056	, laryngeal polypectomy
2057	, failure to thrive
2058	, coproporphyrinogen increased
2059	, partner stress
2060	, accidental needle stick
2061	, ependymoma
2062	, delayed fontanelle closure
2063	, pain
2064	, salpingitis
2065	, pathological gambling
2066	, product difficult to swallow
2067	, t-cell depletion
2068	, pityriasis
2069	, pulmonary dysmaturity syndrome
2070	, cleft uvula
2071	, autosomal chromosome anomaly
2072	, humerus fracture
2073	, epinephrine
2074	, reduced dexterity
2075	, bladder cyst
2076	, thymus hypertrophy
2077	, bladder scan
2078	, chronic tic disorder
2079	, eclampsia
2080	, teething
2081	, amalgam tattoo
2082	, chronic allograft nephropathy
2083	, malignant dysphagia
2084	, impetigo
2085	, eyes sunken
2086	, sarcoma uterus
2087	, biopsy chest wall
2088	, tongue geographic
2089	, leukapheresis
2090	, pituitary cyst
2091	, amyotrophy
2092	, pericardial rub
2093	, lymphatic duct injury
2094	, victim of abuse
2095	, noonan syndrome
2096	, ileal fistula
2097	, systemic mycosis
2098	, yellow skin
2099	, urinary system x-ray
2100	, blepharospasm
2101	, nephrostomy tube placement
2102	, faeces soft
2103	, synovitis
2104	, collagen antigen type 1
2105	, alpha-1 anti-trypsin abnormal
2106	, pneumopericardium
2107	, commotio retinae
2108	, caput succedaneum
2109	, acrokeratosis verruciformis
2110	, carpal collapse
2111	, immune-mediated hepatitis
2112	, lung transplant
2113	,  or xiii
2114	, juvenile myoclonic epilepsy
2115	, overdose
2116	, zygomycosis
2117	, myocarditis toxoplasmal
2118	, facial neuralgia
2119	, hemianaesthesia
2120	, vascular device user
2121	, neurogenic bowel
2122	, surgical fixation of rib fracture
2123	, cushingoid
2124	, arthrogram
2125	, postictal psychosis
2126	, postnasal drip
2127	, shunt infection
2128	, meningitis coccidioides
2129	, targeted cancer therapy
2130	, respiratory sighs
2131	, bladder calculus removal
2132	, otorrhoea
2133	, extranodal nk/t-cell lymphoma
2134	, condition aggravated
2135	, sudden visual loss
2136	, lid sulcus deepened
2137	, pseudostroke
2138	, limb reconstructive surgery
2139	, pre-eclampsia
2140	, wound decomposition
2141	, microphthalmos
2142	, vitritis
2143	, facial spasm
2144	, spondyloepiphyseal dysplasia
2145	, assisted suicide
2146	, duodenal papillitis
2147	, haphephobia
2148	, amblyopia
2149	, acquired digital fibrokeratoma
2150	, snoring
2151	, sigmoidectomy
2152	, ear irrigation
2153	, shone complex
2154	, hand amputation
2155	, spondylopathy traumatic
2156	, calcinosis
2157	, phobia of exams
2158	, infertility tests
2159	, convulsion in childhood
2160	, hip fracture
2161	, anal skin tags
2162	, funguria
2163	, tooth ankylosis
2164	, galactocele
2165	, vascular bypass dysfunction
2166	, leukaemia granulocytic
2167	, pustular psoriasis
2168	, palmomental reflex
2169	, multimorbidity
2170	, flail chest
2171	, spina bifida
2172	, presyncope
2173	, patella replacement
2174	, skin test
2175	, burkholderia cepacia complex sepsis
2176	, endocarditis candida
2177	, osteofibroma
2178	, dysgeusia
2179	, slipping rib syndrome
2180	, job dissatisfaction
2181	, papillary muscle rupture
2182	, ugt1a1 gene polymorphism
2183	, tangentiality
2184	, umbilical erythema
2185	, ehlers-danlos syndrome
2186	,  low grade
2187	, cell death
2188	, vagotomy
2189	, lipomatosis
2190	, near drowning
2191	, automatism
2192	, ill-defined disorder
2193	, hirsutism
2194	, bronchial polyp
2195	, uraemic myopathy
2196	, vestibulitis
2197	, exercise lack of
2198	, flow cytometry
2199	, cancer gene carrier
2200	, biopsy bone
2201	, asplenia
2202	, culture urine
2203	, intensive care unit acquired weakness
2204	, fall
2205	, exanthem
2206	, self injurious behaviour
2207	, drug level changed
2208	, saccadic eye movement
2209	, blood ketone body
2210	, diapedesis
2211	, exanthema subitum
2212	, oculomotor study
2213	, endothelin
2214	, obsessive thoughts
2215	, malaria
2216	, immunochemotherapy
2217	, collodion baby
2218	, hiv viraemia
2219	, stupor
2220	, lip sloughing
2221	, ear deformity acquired
2222	, dysmorphophobia
2223	, fluid intake reduced
2224	, reflux nephropathy
2225	, hepatic hydrothorax
2226	, food allergy
2227	,  unspecified type
2228	, tracheo-oesophageal puncture
2229	, overwork
2230	, tumour marker abnormal
2231	, hepatosplenic t-cell lymphoma
2232	, ex-alcoholic
2233	, device toxicity
2234	, rash pruritic
2235	, basal ganglia haemorrhage
2236	, vulvovaginal pain
2237	, metastases to vagina
2238	, viral rash
2239	, phaeochromocytoma
2240	, pelvic kidney
2241	, vitello-intestinal duct remnant
2242	, alopecia areata
2243	, alcoholic ketoacidosis
2244	, urticaria aquagenic
2245	, homicide
2246	, obesity surgery
2247	, eye swelling
2248	, head titubation
2249	, joint stiffness
2250	, vaginitis chlamydial
2251	, interleukin level
2252	, exposure to extreme temperature
2253	, abdominal injury
2254	, lead dislodgement
2255	, suprapubic pain
2256	, unhealthy diet
2257	, pharynx discomfort
2258	, bradycardia
2259	, infant
2260	, diaphragm muscle weakness
2261	, chest x-ray
2262	, cardiac failure high output
2263	, situs ambiguous
2264	, blindness day
2265	, delayed recovery from anaesthesia
2266	, tooth malformation
2267	, 2'
2268	, sinuplasty
2269	, 2^
2270	, tendon laxity
2271	, c3 glomerulopathy
2272	, incoherent
2273	, hydrophobia
2274	, vaginal leukoplakia
2275	, stillbirth
2276	, trabeculectomy
2277	, exposure via father
2278	, biopsy thyroid gland
2279	, water pollution
2280	, axillary pain
2281	, hyperuricosuria
2282	, alveolitis
2283	, sudden death
2284	, biopsy chorionic villous abnormal
2285	, drug therapy changed
2286	, plasma cell myeloma
2287	, ichthyosis acquired
2288	, slipped femoral epiphysis
2289	, biopsy bladder
2290	, laryngoscopy
2291	, good syndrome
2292	, tooth abscess
2293	, apnoea
2294	, multiple drug therapy
2295	, xerophthalmia
2296	, voyeurism
2297	, boutonneuse fever
2298	, oliguria
2299	, 21-hydroxylase deficiency
2300	, nasal polyps
2301	, hypochondroplasia
2302	, murder
2303	, calciphylaxis
2304	, herpes zoster multi-dermatomal
2305	, ototoxicity
2306	, ileus
2307	, paranasal sinus haematoma
2308	, eye oedema
2309	, cow pox
2310	, papillophlebitis
2311	, product prescribing issue
2312	, salivary gland atrophy
2313	, wound treatment
2314	, finger deformity
2315	, self-induced vomiting
2316	, allergy test negative
2317	, oligoasthenoteratozoospermia
2318	, therapy non-responder
2319	, biliary colic
2320	, apoptotic colonopathy
2321	, fractured skull depressed
2322	, pupillary reflex impaired
2323	, theft
2324	, rash vesicular
2325	, cardiogenic shock
2326	, wrist surgery
2327	, b-cell aplasia
2328	, thelitis
2329	, apheresis
2330	, synkinesis
2331	, tobacco withdrawal symptoms
2332	, myopathy
2333	, necrobiosis lipoidica diabeticorum
2334	, placental polyp
2335	, klebsiella sepsis
2336	, asthma
2337	, unintended pregnancy
2338	, dysarthria
2339	, eyelid injury
2340	, ocular surface disease
2341	, feeding problem in child
2342	, ectrodactyly
2343	, self-injurious ideation
2344	, brain teratoma
2345	, withdrawal bleeding irregular
2346	, blood glucose fluctuation
2347	, subcutaneous emphysema
2348	, threatened labour
2349	, pituitary tumour removal
2350	, agonal rhythm
2351	, affect lability
2352	, milia
2353	, mid-life crisis
2354	, chest wall tumour
2355	, premature menarche
2356	, papillary tumour of renal pelvis
2357	, mouth cyst excision
2358	, chest wall abscess
2359	, hydrocele
2360	, eczema
2361	, hippus
2362	, sinus arrhythmia
2363	, use of accessory respiratory muscles
2364	, depressed mood
2365	, inflammatory myofibroblastic tumour
2366	, fever neonatal
2367	, biliary cirrhosis primary
2368	, brachytherapy to vagina
2369	, annuloplasty
2370	, lupoid hepatic cirrhosis
2371	, kleptomania
2372	, sclerodactylia
2373	, vulvovaginitis gonococcal
2374	, circumcision
2375	, stitch abscess
2376	, infantile back arching
2377	, feeding tube user
2378	, chronotropic incompetence
2379	, neuroborreliosis
2380	, hyperfibrinolysis
2381	, ph semen decreased
2382	, acquired thalassaemia
2383	, dumping syndrome
2384	, exeresis
2385	, palatal oedema
2386	, iris bombe
2387	, throat irritation
2388	, drug level
2389	, saliva analysis abnormal
2390	, myotonia
2391	, lung cyst
2392	, aquagenic wrinkling of palms
2393	, growth failure
2394	, toxocariasis
2395	, coma uraemic
2396	, clumsy child syndrome
2397	, adnexa uteri mass
2398	, buttock crushing
2399	, loose body in joint
2400	, autopsy
2401	, dysprosody
2402	, bullous impetigo
2403	, nasal cyst
2404	, skull x-ray abnormal
2405	, false labour
2406	, tertiary syphilis
2407	, pseudosarcoma
2408	, fungal paronychia
2409	, abscess jaw
2410	, irregular breathing
2411	, encephalocele
2412	, underweight
2413	, growing pains
2414	, product availability issue
2415	, skin fragility
2416	, lupus miliaris disseminatus faciei
2417	, hemiasomatognosia
2418	, hoarseness
2419	, hypophysectomy
2420	, defiant behaviour
2421	, change of bowel habit
2422	, cerebral cyst
2423	, mammoplasty
2424	, distichiasis
2425	, halitosis
2426	, nasal valve collapse
2427	, dependence on oxygen therapy
2428	, skin laxity
2429	, eschar
2430	, physical fitness training
2431	, shock
2432	, mountain sickness acute
2433	, haemorrhoid infection
2434	, injury to brachial plexus due to birth trauma
2435	, rash psoriaform
2436	, corectopia
2437	, dietary supplement prescribing error
2438	, metastatic pain
2439	, distractibility
2440	, device use error
2441	, tubo-ovarian abscess
2442	, bruxism
2443	, fear of needles
2444	, tremor
2445	, pigmented naevus
2446	, bilirubin excretion disorder
2447	, colon injury
2448	, shigella sepsis
2449	, inhibin b
2450	, dengue fever
2451	, face oedema
2452	, normal pregnancy
2453	, appendiceal mucocoele
2454	, ross syndrome
2455	, pituitary tumour
2456	, adactyly
2457	, goniotomy
2458	, anion gap
2459	, whole body scan
2460	, crystal arthropathy
2461	, amygdalohippocampectomy
2462	, pain prophylaxis
2463	, absent bowel movement
2464	, pathological fracture
2465	, tick-borne fever
2466	, blood insulin
2467	, monoplegia
2468	, vaginal fistula repair
2469	, joint dislocation pathological
2470	, neck surgery
2471	, pyruvate kinase deficiency anaemia
2472	, osteoarthropathy
2473	, subdiaphragmatic abscess
2474	, hand-foot-and-mouth disease
2475	, cycloplegia
2476	, carbuncle
2477	, drug use disorder
2478	, chikungunya virus infection
2479	, multiple myeloma
2480	, monocytosis
2481	, oesophageal polyp
2482	, uvula aplasia
2483	, grimacing
2484	, cardiac disorder
2485	, phantom shocks
2486	, tunnel vision
2487	, primigravida
2488	, natural killer-cell leukaemia
2489	, shoplifting
2490	, poriomania
2491	, pneumonia anthrax
2492	, status asthmaticus
2493	, chloracne
2494	, skin oedema
2495	, thyroid cancer recurrent
2496	, gouty tophus
2497	, intertrigo
2498	, pregnancy of partner
2499	, sticky skin
2500	, primary myelofibrosis
2501	, shoulder deformity
2502	, pseudopolyp
2503	, vulvovaginal injury
2504	, herpes virus test
2505	, fungal sepsis
2506	, pump reservoir issue
2507	, nephrostomy
2508	, flushing
2509	, tracheal mass
2510	, seminoma
2511	, grunting
2512	, psychological abuse
2513	, acute kidney injury
2514	, deposit eye
2515	, acrochordon excision
2516	, foot crushing
2517	, fatigue
2518	, high foetal head
2519	, keratitis-ichthyosis-deafness syndrome
2520	, hyperdynamic precordium
2521	, spermatorrhoea
2522	, bronchotomy
2523	, aortic surgery
2524	, transfusion-associated dyspnoea
2525	, post-tussive vomiting
2526	, dementia
2527	, chest wall cyst
2528	, passive smoking
2529	, myofascial spasm
2530	, porphyria non-acute
2531	, lupus-like syndrome
2532	, caput medusae
2533	, plaque shift
2534	, oesophageal ph
2535	, verbally abused
2536	, device allergy
2537	, yellow fever
2538	, vascular headache
2539	, dental cleaning
2540	, elective surgery
2541	, astigmatism
2542	, convulsions local
2543	, histoplasmosis disseminated
2544	, eosinophilic pustulosis
2545	, salpingo-oophoritis
2546	, basal ganglia infarction
2547	, lymphomatoid papulosis
2548	, drug ineffective
2549	, dolichocolon
2550	, angioedema
2551	, meconium abnormal
2552	, light chain disease
2553	, turbinoplasty
2554	, neck lift
2555	, lipaemia retinalis
2556	, eye pain
2557	, eyelid thickening
2558	, akathisia
2559	, extrapyramidal disorder
2560	, medical diet
2561	, purpura neonatal
2562	, bone marrow toxicity
2563	, colonic pseudo-obstruction
2564	, delinquency
2565	, thought blocking
2566	, erythema dyschromicum perstans
2567	, grey turner^s sign
2568	, primary familial hypomagnesaemia
2569	, bulbar palsy
2570	, hookworm infection
2571	, asphyxia
2572	, fibroblast growth factor 23 increased
2573	, genitourinary operation
2574	, soft tissue sarcoma
2575	, tongue dry
2576	, skull fractured base
2577	, aerophagia
2578	, cervix cautery
2579	, visceral leishmaniasis
2580	, oculofacial paralysis
2581	, unexpected therapeutic drug effect
2582	, assisted delivery
2583	, stag horn calculus
2584	, duchenne muscular dystrophy
2585	, fluid imbalance
2586	, fibrin
2587	, sunburn
2588	, polypoidal choroidal vasculopathy
2589	, shrinking lung syndrome
2590	, cystostomy
2591	, tooth socket haemorrhage
2592	, hymenolepiasis
2593	, renal vessel disorder
2594	, allergy to surgical sutures
2595	, early retirement
2596	, cervix enlargement
2597	, hypoacusis
2598	, breath alcohol test
2599	, breast cyst
2600	, biopsy testes
2601	, schizencephaly
2602	, cholesterolosis bulbi
2603	, thymic cyst
2604	, cafe au lait spots
2605	, visual snow syndrome
2606	, serum sickness
2607	, abdominal wall wound
2608	, haematochezia
2609	, sweat test
2610	, csf test abnormal
2611	, onychorrhexis
2612	, drug therapy
2613	, graft loss
2614	, urticaria vibratory
2615	, epiphyses delayed fusion
2616	, acne fulminans
2617	, metastases to the respiratory system
2618	, epulis
2619	, gouty arthritis
2620	, bladder repair
2621	, il-2 receptor assay
2622	, spinal shock
2623	, migraine prophylaxis
2624	, recurring skin boils
2625	, vaccine breakthrough infection
2626	, hemianopia
2627	, odontogenic cyst
2628	, plague
2629	, medication dilution
2630	, neurosensory hypoacusis
2631	, muscle abscess
2632	, accessory spleen
2633	, tear break up time decreased
2634	, marburg disease
2635	, muscle release
2636	, babinski reflex test
2637	, knee meniscectomy
2638	, thalassaemia sickle cell
2639	, bisalbuminaemia
2640	, barrel chest
2641	, autism
2642	, dopa-responsive dystonia
2643	, cervical cyst
2644	, fetishism
2645	, subretinal fluid
2646	, drug withdrawal headache
2647	, biopsy ovary
2648	, foetal tobacco exposure
2649	, lymphatic fistula
2650	, immunology test
2651	, vesical tenesmus
2652	, lung neoplasm surgery
2653	, macular vasospasm
2654	, frostbite
2655	, life support
2656	, vaginal exfoliation
2657	, hyperammonaemic crisis
2658	, suture removal
2659	, urge incontinence
2660	, blood cyanide
2661	, radial pulse
2662	, syndactyly
2663	, clear cell sarcoma of soft tissue
2664	, jaundice
2665	, eczema weeping
2666	, leprosy
2667	, nephrogenic systemic fibrosis
2668	, cutaneous lymphoma
2669	, vitiligo
2670	, pelvic pouch procedure
2671	, snake bite
2672	, diabetic glaucoma
2673	, appendicectomy
2674	, alcoholic seizure
2675	, eye discharge
2676	, mixed incontinence
2677	, monoclonal immunoglobulin present
2678	, stent placement
2679	, diuretic effect
2680	, glycolysis increased
2681	, dyshidrosis
2682	, tonsillitis
2683	, pulmonary aplasia
2684	, tenotomy
2685	, arthrotomy
2686	, eosinophilic oesophagitis
2687	, escherichia sepsis
2688	, sopor
2689	, macular ischaemia
2690	, oesophageal atony
2691	, chronic cheek biting
2692	, botulinum toxin injection
2693	, regressive behaviour
2694	, mastectomy
2695	, skin papilloma
2696	, rheumatoid factor
2697	, hyperleukocytosis
2698	, lung injury
2699	, gastric cancer stage iv with metastases
2700	, bone resorption test
2701	, pseudophaeochromocytoma
2702	, oesophageal oedema
2703	, loss of consciousness
2704	, diplacusis
2705	, victim of homicide
2706	, vagus nerve paralysis
2707	, completed suicide
2708	, poor quality sleep
2709	, cystoscopy
2710	, flat chest
2711	, nodding of head
2712	, epididymal tenderness
2713	, brachytherapy to liver
2714	, colonic polyp
2715	, emphysema
2716	, mucous stools
2717	, cytoreductive surgery
2718	, vertebral lesion
2719	, allergic cough
2720	, 5q-syndrome
2721	, dental plaque
2722	, arthropod sting
2723	, body dysmorphic disorder
2724	, jaw fracture
2725	, oesophageal cyst
2726	, peptic ulcer
2727	, pelvic floor dyssynergia
2728	, analgesia
2729	, bezoar
2730	, anaemia
2731	, colitis
2732	, compulsive lip biting
2733	, twin pregnancy
2734	, rash neonatal
2735	, sinus pain
2736	, vascular parkinsonism
2737	, cyclothymic disorder
2738	, sertoli-cell-only syndrome
2739	, viral sinusitis
2740	, cardiac valve rupture
2741	, cystitis interstitial
2742	, skin graft scar
2743	, human immunodeficiency virus transmission
2744	, meibomian gland dysfunction
2745	, fractured coccyx
2746	, cardiac ablation
2747	, double heterozygous sickling disorders
2748	, pyrexia
2749	, systemic scleroderma
2750	, myasthenia gravis
2751	, death of relative
2752	, crush syndrome
2753	, hyperbaric oxygen therapy
2754	, restless legs syndrome
2755	, bone loss
2756	, accidental death
2757	, neologism
2758	, hostility
2759	, rib hypoplasia
2760	, gaze palsy
2761	, cataplexy
2762	, allergy to chemicals
2763	, amblyopia alcohol
2764	, packaging design issue
2765	, uraemia odour
2766	, leg crushing
2767	, pseudocroup
2768	, device inappropriate shock delivery
2769	, femur-fibula-ulna complex
2770	, rebound effect
2771	, cellulitis pasteurella
2772	, hand-arm vibration syndrome
2773	, allergic cystitis
2774	, vena cava filter removal
2775	, ependymitis
2776	, heat cramps
2777	, cholelithiasis
2778	, pineal gland cyst
2779	, wound drainage
2780	, intubation
2781	, ex-tobacco user
2782	, sympathetic ophthalmia
2783	, bereavement
2784	, bed bug infestation
2785	, nasal varices
2786	, encephalitis periaxialis diffusa
2787	, aspiration biopsy
2788	, drug trough level
2789	, prophylaxis against graft versus host disease
2790	, ciliary body disorder
2791	, hypophagia
2792	, physical abuse
2793	, herpes zoster
2794	, gastrorrhaphy
2795	, myositis-like syndrome
2796	, blood oestrogen
2797	, parapsoriasis
2798	, delayed menarche
2799	, circumstantiality
2800	, limb mass
2801	, wound haematoma
2802	, microsleep
2803	, basal ganglia stroke
2804	, wound
2805	, end-tidal co2 abnormal
2806	, phaeohyphomycosis
2807	, consciousness fluctuating
2808	, sitophobia
2809	, kidney fibrosis
2810	, si qiii tiii pattern
2811	, ovarian drilling
2812	, myringitis
2813	, dyspareunia
2814	, flatback syndrome
2815	, vulval cellulitis
2816	, oily skin
2817	, gas gangrene
2818	, glycogenic acanthosis
2819	, metabolic surgery
2820	, valsalva maneuver
2821	, celibacy
2822	, self esteem inflated
2823	, fungal test
2824	, uvuloplasty
2825	, rhinitis
2826	,  command
2827	, fungal test negative
2828	, stereotypy
2829	, incontinence
2830	, ash leaf macule
2831	, sticky platelet syndrome
2832	, lymphadenectomy
2833	, carotid body tumour
2834	, glioneuronal tumour
2835	, psoas sign
2836	, plastic surgery
2837	, short-bowel syndrome
2838	, laryngeal cleft
2839	, nail picking
2840	, pseudoxanthoma elasticum
2841	, microembolism
2842	, anorexia
2843	, blood copper abnormal
2844	, sneezing
2845	, janus kinase 2 mutation
2846	, poverty of thought content
2847	, velo-cardio-facial syndrome
2848	, fatty acid deficiency
2849	, device priming
2850	, situs inversus
2851	, porocarcinoma
2852	, elder abuse
2853	, oculocerebrorenal syndrome
2854	, diphyllobothriasis
2855	, enzyme level abnormal
2856	, transfusion microchimerism
2857	, trigonitis
2858	, diaphragmatic disorder
2859	, sexually active
2860	, gastrostomy
2861	, plethysmography
2862	, bursa removal
2863	, discharge
2864	, hydroxyprolinuria
2865	, cellulitis
2866	, comedone
2867	, progressive massive fibrosis
2868	, rash maculo-papular
2869	, bone scan
2870	, lack of satiety
2871	, phantom pain
2872	, ingrowing nail
2873	, breath odour
2874	, nicotine dependence
2875	, vaginal mycosis
2876	, testicular cyst
2877	, autoscopy
2878	, scrotal gangrene
2879	, metastases to ovary
2880	, blepharochalasis
2881	, paragonimiasis
2882	, floppy eyelid syndrome
2883	, haemorrhagic pneumonia
2884	, haptoglobin
2885	, acute sinusitis
2886	, trench fever
2887	, dandruff
2888	, myocardial oedema
2889	, product commingling
2890	, dandy-walker syndrome
2891	, soft tissue foreign body
2892	, kerion
2893	, word salad
2894	, chloasma
2895	, blepharorrhaphy
2896	, pemphigoid
2897	, productive cough
2898	, venous pressure
2899	, roseola
2900	, hordeolum
2901	, kell blood group positive
2902	, hepatic echinococciasis
2903	, visual agnosia
2904	, patient restraint
2905	, exposure to allergen
2906	, chondrocalcinosis pyrophosphate
2907	, upper airway obstruction
2908	, subdural haematoma evacuation
2909	, gastric ulcer surgery
2910	, drug physiologic incompatibility
2911	, eyelid bleeding
2912	, cell-mediated cytotoxicity
2913	, absorbable device issue
2914	, linear iga disease
2915	, trans-sexualism
2916	, cyanopsia
2917	, eyeglasses therapy
2918	, product dosage form confusion
2919	, disease risk factor
2920	, plasma exchange
2921	, alexithymia
2922	, epiglottitis
2923	, sebaceous cyst excision
2924	, tetanus
2925	, glucagonoma
2926	, blood methaemoglobin present
2927	, myocardial ischaemia
2928	, bunion
2929	, drug eruption
2930	, urinary calculus removal
2931	, off label use
2932	, hiccups
2933	, sensory level
2934	, drug level fluctuating
2935	, acantholysis
2936	, haemodynamic instability
2937	, coronary no-reflow phenomenon
2938	, ankle brachial index decreased
2939	, uveitic glaucoma
2940	, hangnail
2941	, pelvic floor repair
2942	, pyelectasia
2943	, bisexuality
2944	, gastric volvulus
2945	, childhood
2946	, fractured ischium
2947	, lyme disease
2948	, haemodynamic rebound
2949	, crackles lung
2950	, graft dysfunction
2951	, feeling cold
2952	, palatal disorder
2953	, myalgia
2954	, stress at work
2955	, lip blister
2956	, retinal collateral vessels
2957	, tanning
2958	, leiomyosarcoma
2959	, hepatic enzyme
2960	, winged scapula
2961	, vertebral wedging
2962	, pseudosepsis
2963	, lymphocytotoxic antibody positive
2964	, pleurodesis
2965	, viral tonsillitis
2966	, atypical benign partial epilepsy
2967	, venous bruit
2968	, compulsive handwashing
2969	, cystic fibrosis lung
2970	, rhinophyma
2971	, uterine dehiscence
2972	, cluttering
2973	, parent-child problem
2974	, bone cyst excision
2975	, typical aura without headache
2976	, diabetic eye disease
2977	, feeling drunk
2978	, skin wrinkling
2979	, extragonadal primary seminoma (pure) stage i
2980	, crime
2981	, tinnitus
2982	, secondary sequestrum
2983	, enlarged uvula
2984	, repetitive speech
2985	, episiotomy
2986	, jejunal fistula
2987	, mechanical acne
2988	, kidney angiomyolipoma
2989	, periumbilical abscess
2990	, coronary vein stenosis
2991	, sensitivity of teeth
2992	, escherichia infection
2993	, coma
2994	, heavy chain disease
2995	, orbital myositis
2996	, soluble fibrin monomer complex increased
2997	, salivary gland cyst
2998	, cataract traumatic
2999	, systemic toxicity
3000	, pancreatic mass
3001	, neural tube defect
3002	, fear of falling
3003	, mononeuropathy multiplex
3004	, photoonycholysis
3005	, dry gangrene
3006	, needle track marks
3007	, fear of closed spaces
3008	, proctoscopy
3009	, cardiac discomfort
3010	, atlantoaxial instability
3011	, spinal support
3012	, heat stroke
3013	, hernia
3014	, 17-alpha-hydroxylase deficiency
3015	, laryngo-onycho-cutaneous syndrome
3016	, nodal rhythm
3017	, acanthosis
3018	, epididymal cyst
3019	, lactic acidosis
3020	, muscle enzyme
3021	, severe myoclonic epilepsy of infancy
3022	, groin pain
3023	, hiv tropism identified
3024	, thyroid c-cell hyperplasia
3025	, botulism
3026	, colpocele
3027	, dysphemia
3028	, pelvic adhesions
3029	, dependence on enabling machine or device
3030	, malignant mesenchymoma
3031	, tinea pedis
3032	, tongue erythema
3033	, morphoea
3034	, toxic shock syndrome
3035	, rhonchi
3036	, clonal evolution
3037	, post-traumatic epilepsy
3038	, pseudocirrhosis
3039	, splenosis
3040	, intussusception
3041	, apnoea test
3042	, catarrh
3043	, palatal swelling
3044	, weight loss diet
3045	, sulcus vocalis
3046	, epiduritis
3047	, tic
3048	, thalamotomy
3049	, bladder tamponade
3050	, primary headache associated with sexual activity
3051	, fibrous histiocytoma
3052	, dental care
3053	, cachexia
3054	, eyeball avulsion
3055	, laevocardia
3056	, angiogenesis biomarker
3057	, pelvic pain
3058	, priapism
3059	, nipple exudate bloody
3060	, pyothorax
3061	, eccrine carcinoma
3062	, delivery outside health facility
3063	, biopsy spinal cord
3064	, flat feet
3065	, shift to the left
3066	, jejunal gangrene
3067	, anaemia heinz body
3068	, traumatic arthropathy
3069	, nerve block
3070	, enzyme level test
3071	, chest wall haematoma
3072	, chest wall pain
3073	, scoliosis surgery
3074	, vulvovaginal swelling
3075	, cutaneous coccidioidomycosis
3076	, moyamoya disease
3077	, papule
3078	, 5-alpha-reductase deficiency
3079	, job change
3080	, pseudomyopia
3081	, joint warmth
3082	, oesophageal disorder
3083	, pachygyria
3084	, humoral immune defect
3085	, numb chin syndrome
3086	, gastric banding
3087	, ventricular dyssynchrony
3088	, rhizolysis
3089	, impulse-control disorder
3090	, office visit
3091	, micturition urgency
3092	, product supply issue
3093	, habitual abortion
3094	, device failure
3095	, bullous lung disease
3096	, dawn phenomenon
3097	, iud migration
3098	, pco2
3099	, weight loss poor
3100	, pulpitis dental
3101	, tendon pain
3102	, underdose
3103	, dry socket
3104	, acquired haemophilia
3105	, vascular graft
3106	, brow ptosis
3107	, irregular sleep wake rhythm disorder
3108	, pterygium colli
3109	, lipiduria
3110	, fixed bowel loop
3111	, lip injury
3112	, transplant dysfunction
3113	, vulval operation
3114	, japanese spotted fever
3115	, septo-optic dysplasia
3116	, dermatitis artefacta
3117	, embedded device
3118	, accessory auricle
3119	, benign lymph node neoplasm
