	sideefects
2723	, bone metabolism biochemical marker increased
2724	, lymphocele
2725	, pseudomonas bronchitis
2726	, head circumference
2727	, skin induration
2728	, vulval haematoma
2729	, vaginal ph abnormal
2730	, afterbirth pain
2731	, ainhum
2732	, migration of implanted drug
2733	, congenital nystagmus
2734	, seminal vesicular calculus
2735	, oromandibular dystonia
2736	, cytapheresis
2737	, drug dispensing issue
2738	, dacryolith
2739	, arthralgia
2740	, testicular abscess
2741	, tidal volume abnormal
2742	, abdomen scan
2743	, anovulatory cycle
2744	, cystocele
2745	, carotid intima-media thickness increased
2746	, legionella serology
2747	, platypnoea
2748	, fallopian tube lesion excision
2749	, fluid balance positive
2750	, macular fibrosis
2751	, pyruvate carboxylase deficiency
2752	, carpus curvus
2753	, porphyrinuria
2754	, tumour thrombosis
2755	, lymphoma cutis
2756	, abstains from alcohol
2757	, hepatic fibrosis marker abnormal
2758	, cheilosis
2759	, aldolase
2760	, limb asymmetry
2761	, herbal toxicity
2762	, pus in stool
2763	, disinhibition
2764	, hepatic pain
2765	, food craving
2766	, edentulous
2767	, pulmonary artery banding
2768	, breech delivery
2769	, liver palpable
2770	, steatorrhoea
2771	, eczema vesicular
2772	, blood electrolytes
2773	, maxillofacial sinus neoplasm
2774	, blood testosterone
2775	, drowning
2776	, leukocoria
2777	, product physical consistency issue
2778	, interchange of vaccine products
2779	, radiography guided aspiration
2780	, microvillous inclusion disease
2781	, shock symptom
2782	, deformity thorax
2783	, exposure via unknown route
2784	, cemento osseous dysplasia
2785	, chronic pigmented purpura
2786	, non-dipping
2787	, vaginal septum
2788	, ecthyma
2789	, chondrodystrophy
2790	, dental fistula
2791	, prolapse
2792	, parachute mitral valve
2793	, bone marrow haemorrhage
2794	, fibrous cortical defect
2795	, radiation fibrosis - lung
2796	, mycotic corneal ulcer
2797	, tubal rupture
2798	, culture
2799	, limb crushing injury
2800	, aspiration
2801	, vascular access site oedema
2802	, symptom recurrence
2803	, childhood psychosis
2804	, bloom syndrome
2805	, faecalith
2806	, biopsy brain
2807	, cardiac ventricular scarring
2808	, foetal damage
2809	, plasmodium vivax infection
2810	, acquired phimosis
2811	, foetal exposure during delivery
2812	, chordee
2813	, botryomycosis
2814	, tethered cord syndrome
2815	, sick building syndrome
2816	, inguinal mass
2817	, dysacusis
2818	, eye luxation
2819	, biopsy gingival
2820	, dacryocystitis
2821	, small size placenta
2822	, von willebrand^s factor inhibition
2823	, procedural headache
2824	, leukoaraiosis
2825	, metaplasia
2826	, blood brain barrier defect
2827	, cardiac hypertrophy
2828	, amusia
2829	, catheter site extravasation
2830	, cholecystitis
2831	, lissencephaly
2832	, pulmonary bulla
2833	, diaphragmatic rupture
2834	, paroxysmal atrioventricular block
2835	, sideropenic dysphagia
2836	, rash
2837	, myringitis bullous
2838	, erosive duodenitis
2839	, exfoliative rash
2840	, schwannoma
2841	, rhabdoid tumour of the kidney
2842	, brachial plexus lesion
2843	, external ear pain
2844	, dependent rubor
2845	, subperiosteal abscess
2846	, eye redness
2847	, mandibulofacial dysostosis
2848	, hydrocele excision
2849	, kidney ablation
2850	, eye muscle tenotomy
2851	, x-ray therapy to lung
2852	, inadequate diet
2853	, prolonged labour
2854	, contusion
2855	, psychogenic pseudosyncope
2856	, pre-existing disease
2857	, peritoneal lavage
2858	, nightmare
2859	, dyspnoea exacerbated
2860	, dyskinesia neonatal
2861	, device inversion
2862	, sialocele
2863	, nuchal rigidity
2864	, ph body fluid
2865	, erysipelothrix infection
2866	, chest discomfort
2867	, fraction of inspired oxygen
2868	, parasite allergy
2869	, leukotomy
2870	, gingival discolouration
2871	, wrong dosage form
2872	, protein-losing gastroenteropathy
2873	, bolivian haemorrhagic fever
2874	, circulating anticoagulant positive
2875	, lymphocytic lymphoma
2876	, tumour invasion
2877	, oesophageal discomfort
2878	, scalloped tongue
2879	, vascular pseudoaneurysm
2880	, stricturoplasty
2881	, metabolic function test
2882	, dental treatment
2883	, mood swings
2884	, bilirubinuria
2885	, parasystole
2886	, thought insertion
2887	, prolonged expiration
2888	, pleural rub
2889	, lumbar puncture headache
2890	, renal glycosuria
2891	, phagophobia
2892	, oral pruritus
2893	, cardiothoracic ratio increased
2894	, potassium wasting nephropathy
2895	, vitamin b12
2896	, epilepsy surgery
2897	, sarcoma
2898	, colostomy
2899	, kyphosis
2900	, acute generalised exanthematous pustulosis
2901	, systemic-pulmonary artery shunt
2902	, respiratory gas exchange disorder
2903	, overgrowth bacterial
2904	, diffuse alveolar damage
2905	, myelitis transverse
2906	, multiple system atrophy
2907	, pacemaker syndrome
2908	, carcinoma ex-pleomorphic adenoma
2909	, oroantral fistula
2910	, lipoatrophy
2911	, iritis
2912	, vascular compression
2913	, fms-like tyrosine kinase 3 positive
2914	, fight in school
2915	, benign congenital hypotonia
2916	, angiotensin converting enzyme inhibitor foetopathy
2917	, fear of weight gain
2918	, cervix oedema
2919	, infection in an immunocompromised host
2920	, intrusive thoughts
2921	,  quantitative
2922	, alveolar bone resorption
2923	, umbilical cord abnormality
2924	, joint injury
2925	, pituitary tumour recurrent
2926	, nephrectomy
2927	, pupillary block
2928	, athetosis
2929	, allodynia
2930	, musculoskeletal injury
2931	, haemolysis
2932	, tooth injury
2933	, blast cells present
2934	, neoplasm swelling
2935	, pupil fixed
2936	, binge drinking
2937	, vulval cancer recurrent
2938	, facial asymmetry
2939	, action tremor
2940	, glare
2941	, blood hiv rna
2942	, ex-smoker
2943	, anal fissure
2944	, dentofacial anomaly
2945	, glomus tumour
2946	, gingival graft
2947	, vaginal obstruction
2948	, cerebral aspergillosis
2949	, pulmonary renal syndrome
2950	, helplessness
2951	, rectocele
2952	, lumbar hernia
2953	, respiratory symptom
2954	, amoebic brain abscess
2955	, scan with contrast
2956	, teeth brittle
2957	, disaccharidase deficiency
2958	, affective ambivalence
2959	, cerebellar syndrome
2960	, urinary fistula
2961	, tongue desquamation
2962	, inappropriate device therapy
2963	, blood thrombin
2964	, insulin c-peptide
2965	, flavectomy
2966	, leukocytoclastic vasculitis
2967	, nervous system injury
2968	, csf immunoglobulin g index
2969	, extra dose administered
2970	, impatience
2971	, hairy cell leukaemia
2972	, haemorrhagic anaemia
2973	, smear cervix
2974	, varicose veins sublingual
2975	, chest expansion decreased
2976	, stomatitis
2977	, confabulation
2978	, vasculitis
2979	, glucocorticoids abnormal
2980	, generalised non-convulsive epilepsy
2981	, acute lung injury
2982	, biopsy lymph gland
2983	, ear
2984	, strabismus
2985	, muscle rigidity
2986	, alpha hydroxybutyrate dehydrogenase increased
2987	, glasgow coma scale
2988	, nail avulsion
2989	, negativism
2990	, foetal distress syndrome
2991	, device battery issue
2992	, staphylococcal scalded skin syndrome
2993	, median nerve lesion
2994	, enchondroma
2995	, splenic embolism
2996	, stomach scan abnormal
2997	, biopsy pleura
2998	, shortened cervix
2999	, bone cancer
3000	, selective polysaccharide antibody deficiency
3001	, pregnancy of unknown location
3002	, chemical burns of eye
3003	, oedema
3004	, vascular bypass graft
3005	, myelodysplastic syndrome
3006	, gastrooesophageal reflux disease
3007	, cogwheel rigidity
3008	, legal problem
3009	, biopsy skin
3010	, removal of foreign body from oesophagus
3011	, macular pseudohole
3012	, acute undifferentiated leukaemia
3013	, thymoma
3014	, ovarian injury
3015	, sinus polyp
3016	, hand fracture
3017	, blood sodium
3018	, alopecia effluvium
3019	, vasculitic rash
3020	, gastropleural fistula
3021	, obstruction
3022	, arthropod scratch
3023	, impaired quality of life
3024	, fungus sputum test positive
3025	, anaemia of pregnancy
3026	, drug titration error
3027	, eye injury
3028	, peridiverticular abscess
3029	, nitrituria
3030	, planning to become pregnant
3031	, tympanometry
3032	, glutathione synthetase deficiency
3033	, early morning awakening
3034	, tendon graft
3035	, thrombocythaemia
3036	, neurofibromatosis
3037	, dermal cyst
3038	, portal venous system anomaly
3039	, metachromatic leukodystrophy
3040	, urethral syndrome
3041	, venous stenosis
3042	, tumour obstruction
3043	, polycystic ovaries
3044	, medical device change
3045	, joint capsule rupture
3046	, acanthosis nigricans
3047	, jejunostomy refashioning
3048	, febrile infection-related epilepsy syndrome
3049	, catheter bacteraemia
3050	, gallbladder injury
3051	, panophthalmitis
3052	, fibula agenesis
3053	, ovarian cancer
3054	, hepatic trauma
3055	, fallopian tube spasm
3056	, polymenorrhagia
3057	, degeneration of uterine leiomyoma
3058	, device electrical finding
3059	, microbiology test
3060	, cerebral thrombosis
3061	, cervix inflammation
3062	, hypertensive heart disease
3063	, thanatophobia
3064	, neurotoxicity
3065	, lymph node palpable
3066	, sensorimotor disorder
3067	, hypokinesia
3068	, acne conglobata
3069	, bromoderma
3070	, heat illness
3071	, wheelchair user
3072	, product tampering
3073	, glial scar
3074	, splenic rupture
3075	, ketonuria
3076	, strangury
3077	, micrographia
3078	, mycetoma mycotic
3079	, gait disturbance
3080	, cough
3081	, subchorionic haematoma
3082	, cervical rib
3083	, uterine enlargement
3084	, wound abscess
3085	, ileocolectomy
3086	, vulvovaginal mycotic infection
3087	, recall phenomenon
3088	, histone antibody
3089	, acquired pigmented retinopathy
3090	, monomelic amyotrophy
3091	, pleomorphic adenoma
3092	, leukopenia
3093	, splenic varices
3094	, oncologic complication
3095	, dialysis disequilibrium syndrome
3096	, urinary bladder haemorrhage
3097	, volvulus of small bowel
3098	, ascites
3099	, uveal prolapse
3100	, vaccine virus shedding
3101	, endotoxaemia
3102	, tenosynovitis
3103	, osteoporotic fracture
3104	, eyelid myoclonus
3105	, eosinophilic pustular folliculitis
3106	, pregnancy with advanced maternal age
3107	, taciturnity
3108	, sinus antrostomy
3109	, judgement impaired
3110	, retropharyngeal abscess
3111	, spermatozoa abnormal
3112	, toxicologic test
3113	, cognitive linguistic deficit
3114	, high risk sexual behaviour
3115	, branchial cleft cyst
3116	, limited symptom panic attack
3117	, carcinoma in situ of eye
3118	, blood cholesterol
3119	, mania
3120	, blood aluminium
3121	, karnofsky scale worsened
3122	, fibrinolysis increased
3123	, papillitis
3124	, lid margin discharge
3125	, premenstrual cramps
3126	, osteoprotegerin ligand
3127	, malignant hydatidiform mole
3128	, cervix haematoma uterine
3129	, minimal residual disease
3130	, cyclic vomiting syndrome
3131	, cox-maze procedure
3132	, drug-induced liver injury
3133	, aneurysm repair
3134	, seizure like phenomena
3135	, coital bleeding
3136	, gait apraxia
3137	, rouleaux formation
3138	, arrested labour
3139	, chest crushing
3140	, iatrogenic injury
3141	, glomus tympanicum tumour
3142	, dry skin prophylaxis
3143	, bile duct stone
3144	, strawberry tongue
3145	, extravasation of urine
3146	, paralytic lagophthalmos
3147	, venous stasis
3148	, pain of skin
3149	, product label on wrong product
3150	, cirrhosis alcoholic
3151	, anaphylaxis treatment
3152	, large cell lung cancer
3153	, mandibular prosthesis user
3154	, pathology test
3155	, toxic goitre
3156	, disruptive mood dysregulation disorder
3157	, glycosuria during pregnancy
3158	, concussion
3159	, xanthogranuloma
3160	, drug half-life reduced
3161	, pneumonia tularaemia
3162	, gastric fluid analysis abnormal
3163	, dysstasia
3164	, dyskinesia
3165	, poor sucking reflex
3166	, pyuria
3167	, galactorrhoea
3168	, follicle centre lymphoma
3169	, cheilitis
3170	, slow speech
3171	, anxiety
3172	, drug resistance
3173	, hypercapnic coma
3174	, visual pathway disorder
3175	, lip dry
3176	, jaw disorder
3177	, vena cava embolism
3178	, neck injury
3179	, chylothorax
3180	, skeletal survey abnormal
3181	, myelocyte present
3182	, visual midline shift syndrome
3183	, suprapubic prostatectomy
3184	, vomiting in pregnancy
3185	, sebaceous adenoma
3186	, viral uveitis
3187	, post-traumatic punctate intraepidermal haemorrhage
3188	, kidney injury molecule-1
3189	, myotonic dystrophy
3190	, urea urine abnormal
3191	, blood pyruvic acid
3192	, drug chemical incompatibility
3193	, liver induration
3194	, liver graft loss
3195	, hypertrophic scar
3196	, osteoporosis postmenopausal
3197	, plasma cell count
3198	, sarcoma of skin
3199	, non-alcoholic fatty liver
3200	, scleritis
3201	, biopsy blood vessel
3202	, mouth swelling
3203	, hemivertebra
3204	, chloroma (in remission)
3205	, dark circles under eyes
3206	, pre-existing condition improved
3207	, cerebral oedema management
3208	, marrow hyperplasia
3209	, hunger
3210	, abdominal sepsis
3211	, barium swallow abnormal
3212	, subendocardial ischaemia
3213	, carcinoid tumour of the caecum
3214	, acne
3215	, small for dates baby
3216	,  tactile
3217	, post micturition dribble
3218	, fundoscopy
3219	, bile duct obstruction
3220	, anodontia
3221	, synostosis
3222	, heat therapy
3223	, endophthalmitis
3224	, chest pain
3225	, dyspnoea paroxysmal nocturnal
3226	, mastoptosis
3227	, synovial disorder
3228	, infective thrombosis
3229	, renal hydrocele
3230	, diplegia
3231	, claudication of jaw muscles
3232	, appendix disorder
3233	, viscocanalostomy
3234	, tenosynovitis stenosans
3235	, systemic immune activation
3236	, burglary victim
3237	, mixed anxiety and depressive disorder
3238	, extraskeletal myxoid chondrosarcoma
3239	, postpartum state
3240	, thunderclap headache
3241	, chromatopsia
3242	, cleft foot
3243	, liposuction
3244	, vitreous disorder
3245	, epiphyseal injury
3246	, feeding disorder of infancy or early childhood
3247	, nasal aspiration
3248	, laryngitis
3249	, brachial artery entrapment syndrome
3250	, keratouveitis
3251	, sezary cells increased
3252	, angioscopy
3253	, multiple drug overdose
3254	, renal aplasia
3255	, exposure via ingestion
3256	, adenoma benign
3257	, paranasal sinus aplasia
3258	, synovial fluid crystal
3259	, pneumaturia
3260	,  acquired
3261	, hyperintensity in brain deep nuclei
3262	, hungry bone syndrome
3263	, pickwickian syndrome
3264	, duodenal switch
3265	, albumin urine absent
3266	, bile duct cancer non-resectable
3267	, pituitary infarction
3268	, impetigo herpetiformis
3269	, cutaneous anthrax
3270	, febrile bone marrow aplasia
3271	, phaeochromocytoma malignant
3272	, urinary system x-ray abnormal
3273	, anal dilatation
3274	, alcohol withdrawal syndrome
3275	, glossitis
3276	, fibrin abnormal
3277	, milk allergy
3278	, loose associations
3279	, euthanasia
3280	, thymol turbidity test increased
3281	, aneurysm ruptured
3282	, heart valve stenosis
3283	, purpura fulminans
3284	, rectosigmoid cancer recurrent
3285	, faeces hard
3286	, gastroenterostomy
3287	, zoonosis
3288	, stereotypic movement disorder
3289	, regurgitation
3290	, laxative abuse
3291	, onychomycosis
3292	, neurilemmoma
3293	, sinonasal papilloma
3294	, anxious parent
3295	, urine sodium
3296	, auditory neuropathy spectrum disorder
3297	, peptic ulcer reactivated
3298	, schizophrenia simple
3299	, pantothenic acid deficiency
3300	, ovarian repair
3301	, delayed engraftment
3302	, tumour embolism
3303	, bronchospasm
3304	, implant expulsion
3305	, stevens-johnson syndrome
3306	, proctectomy
3307	, hereditary angioedema with c1 esterase inhibitor deficiency
3308	, syncope
3309	, erythrophagocytosis
3310	, substance-induced mood disorder
3311	, animal bite
3312	, polyomavirus-associated nephropathy
3313	, cervical friability
3314	, focal epithelial hyperplasia
3315	, nasal oedema
3316	, long qt syndrome
3317	, immune enhancement therapy
3318	, tissue anoxia
3319	, syphilis test
3320	, somnolence neonatal
3321	, ligamentum flavum hypertrophy
3322	, elderly
3323	, germ cell cancer
3324	, oesophagobronchial fistula
3325	, loop electrosurgical excision procedure
3326	, optic nerve cupping
3327	, pancreatic cyst
3328	, heart and lung transplant
3329	, breast fibroma
3330	, cataract cortical
3331	, sebaceous carcinoma
3332	, body fluid analysis
3333	, spasmodic dysphonia
3334	, retrograde p-waves
3335	, platybasia
3336	, ligament laxity
3337	, skin depigmentation
3338	, acid peptic disease
3339	, mastoidectomy
3340	, procedural shock
3341	, implant site pruritus
3342	, nasal herpes
3343	, koilonychia
3344	, loss of libido
3345	, metabolic alkalosis
3346	, base excess abnormal
3347	, battered wife
3348	, liver tenderness
3349	, x-ray limb abnormal
3350	, hellp syndrome
3351	, pain trauma activated
3352	, cervical discharge
3353	, visual brightness
3354	, pseudologia
3355	, macula thickness measurement
3356	, angiosarcoma
3357	, wrong product procured
3358	, gingival discomfort
3359	, ecchymosis
3360	, pericarditis fungal
3361	, aquagenic pruritus
3362	, eustachian tube patulous
3363	, dyspraxia
3364	, allergy to sting
3365	, hyperacusis
3366	, blindness
3367	, soft tissue mass
3368	, ankyloglossia acquired
3369	, capnocytophaga test positive
3370	, metastases to fallopian tube
3371	, aplastic anaemia
3372	, reflux oesophagitis
3373	, muscle graft
3374	, growth hormone deficiency
3375	, phalangeal agenesis
3376	, prader-willi syndrome
3377	, lung wedge resection
3378	, unmasking of previously unidentified disease
3379	, skin weeping
3380	, pityriasis lichenoides et varioliformis acuta
3381	, fallopian tube abscess
3382	, anthrax
3383	, metastases to eye
3384	, splenorenal shunt
3385	, low set ears
3386	, simple mastectomy
3387	, autoimmune anaemia
3388	, polyuria
3389	, ingrown hair
3390	, rales
3391	, dry lung syndrome
3392	, shift to the right
3393	, blood heavy metal abnormal
3394	, facial pain
3395	, gnathostomiasis
3396	, adrenal cortex atrophy
3397	, carotid sinus massage
3398	, blastocystis infection
3399	, aqueous humour leakage
3400	, cyclic amp increased
3401	, po2
3402	, stenotrophomonas sepsis
3403	, phlebitis superficial
3404	, cryptococcosis
3405	, myelofibrosis
3406	, decidual cast
3407	, genetic counselling
3408	, meningomyelocele
3409	, foetal methotrexate syndrome
3410	, colonic abscess
3411	, erythema multiforme
3412	, hysterocele
3413	, schizoaffective disorder bipolar type
3414	, cerebral malaria
3415	, resting tremor
3416	, neuronal neuropathy
3417	, epidural analgesia
3418	, myocardiac abscess
3419	, acute psychosis
3420	, thalassaemia beta
3421	, keratopathy
3422	, oxidative stress
3423	, eyelid margin crusting
3424	, caustic injury
3425	, heterophoria
3426	, acidosis
3427	, phlebotomus fever
3428	, osteomyelitis acute
3429	, therapeutic product cross-reactivity
3430	, human ehrlichiosis
3431	, inguinal hernia
3432	, biopsy kidney
3433	, perry syndrome
3434	, larynx irritation
3435	, hypochondriasis
3436	, vaginismus
3437	, total complement activity test
3438	, lipomeningocele
3439	, cyst
3440	, phlebotomy
3441	, anoxia
3442	, medical device removal
3443	, ovarian mass
3444	, sepsis pasteurella
3445	, von hippel-lindau disease
3446	, paradoxical drug reaction
3447	, liver palpable subcostal
3448	, head circumference abnormal
3449	, vascular pain
3450	, muscle hernia
3451	, macroamylasaemia
3452	, ulnar nerve palsy
3453	, tachycardia
3454	, pruritus ani
3455	, product compounding quality issue
3456	, acquired methaemoglobinaemia
3457	, st. louis encephalitis
3458	, oesophageal mucosal hyperplasia
3459	, foster care
3460	, gestational diabetes
3461	, parotid duct cyst
3462	, compulsive shopping
3463	, cervix warts
3464	, ossiculoplasty
3465	, female condom
3466	, inflammation of wound
3467	, sympathomimetic effect
3468	, wound sepsis
3469	, dyspnoea
3470	, blood pressure
3471	,  hypersomnia type
3472	, plasma cells present
3473	, staphylococcus test
3474	, osteopathic treatment
3475	, cheyne-stokes respiration
3476	, h1n1 influenza
3477	, benign ethnic neutropenia
3478	, urinary tract polyp
3479	, hepatic vein stenosis
3480	, anaemia of malignant disease
3481	, tenoplasty
3482	, cholinesterase inhibition
3483	, embolic pneumonia
3484	, lymphatic system neoplasm
3485	, blebitis
3486	, bone cyst
3487	, vascular access site rupture
3488	, platelet aggregation inhibition
3489	, warty dyskeratoma
3490	, salivary gland fistula
3491	, extensor plantar response
3492	, biliary anastomosis
3493	, catabolic state
3494	, varicella zoster virus serology positive
3495	, head lag
3496	, gliosis
3497	, cystic lymphangioma
3498	, lipogranuloma
3499	, benign ovarian tumour
3500	, ultrasound foetal
3501	, bioptic surgery
3502	, haemophilic pseudotumour
3503	, post procedural headache
3504	, phalangeal hypoplasia
3505	, device extension damage
3506	, fistula
3507	, adnexa uteri pain
3508	, cryptogenic cirrhosis
3509	, anorchism
3510	, cytomegalovirus viraemia
3511	, radiculotomy
3512	, cardiac haemangioma benign
3513	, mammogram abnormal
3514	, mucoepidermoid carcinoma of salivary gland
3515	, past-pointing
3516	, pelvic fluid collection
3517	, synovial cyst
3518	, hypogeusia
3519	, intra-nasal antrostomy
3520	, vaginitis
3521	, conductive deafness
3522	, myocardial reperfusion injury
3523	, endometrioma
3524	, orf
3525	, blood urea
3526	, oral contusion
3527	, homeopathy
3528	, salivary gland hypertrophy
3529	, wound dehiscence
3530	, sickle cell disease
3531	, human anti-human antibody test
3532	, optic pathway injury
3533	, dextrocardia
3534	, lethargy
3535	, newborn head moulding
3536	, fracture nonunion
3537	, rash scaly
3538	, fibrous dysplasia of jaw
3539	, amphetamines
3540	, loose stools
3541	, full blood count
3542	, migraine-triggered seizure
3543	, intra-uterine death
3544	, amoeba test positive
3545	, hereditary angioedema
3546	, vasoconstriction
3547	, fibroma
3548	, external ear disorder
3549	, extravasation blood
3550	, ischaemic limb pain
3551	, oesophageal candidiasis
3552	, impaired self-care
3553	, angina unstable
3554	, jejunal stenosis
3555	, laryngeal polypectomy
3556	, failure to thrive
3557	, coproporphyrinogen increased
3558	, partner stress
3559	, accidental needle stick
3560	, ependymoma
3561	, cystinuria
3562	, delayed fontanelle closure
3563	, pain
3564	, salpingitis
3565	, agitation postoperative
3566	, pathological gambling
3567	, product difficult to swallow
3568	, perineal rash
3569	, lichenoid keratosis
3570	, pelvic organ injury
3571	, portal hypertensive gastropathy
3572	, device catching fire
3573	, pyramidal tract syndrome
3574	, paralysis recurrent laryngeal nerve
3575	, t-cell depletion
3576	, pityriasis
3577	, oesophageal hypomotility
3578	, pulmonary dysmaturity syndrome
3579	, skin injury
3580	, nipple inflammation
3581	, lipids
3582	, ileostomy
3583	, cleft uvula
3584	, autosomal chromosome anomaly
3585	, humerus fracture
3586	, epinephrine
3587	, reduced dexterity
3588	, radiotherapy to mediastinum
3589	, bladder cyst
3590	, thymus hypertrophy
3591	, infected cyst
3592	, urethral abscess
3593	, bladder scan
3594	, chronic tic disorder
3595	, eclampsia
3596	, persistent depressive disorder
3597	, aplasia pure red cell
3598	, erythema marginatum
3599	, teething
3600	, amalgam tattoo
3601	, chronic allograft nephropathy
3602	, malignant dysphagia
3603	, impetigo
3604	, red blood cell nucleated morphology present
3605	, eyes sunken
3606	, haemarthrosis
3607	, sarcoma uterus
3608	, biopsy chest wall
3609	, tongue geographic
3610	, cutaneous sporotrichosis
3611	, leukapheresis
3612	, duodenal neoplasm
3613	, pituitary cyst
3614	, amyotrophy
3615	, promiscuity
3616	, pericardial rub
3617	, lymphatic duct injury
3618	, pancreatic leak
3619	, fatty liver alcoholic
3620	, victim of abuse
3621	, noonan syndrome
3622	, ileal fistula
3623	, systemic mycosis
3624	, tonsillar ulcer
3625	, periodic limb movement disorder
3626	, retroperitoneum cyst
3627	, gastrectomy total
3628	, heterochromia iridis
3629	, product cleaning inadequate
3630	, yellow skin
3631	, urinary system x-ray
3632	, blepharospasm
3633	, nephrostomy tube placement
3634	, faeces soft
3635	, synovitis
3636	, developmental glaucoma
3637	, collagen antigen type 1
3638	, alpha-1 anti-trypsin abnormal
3639	, pneumopericardium
3640	, commotio retinae
3641	, protein total
3642	, pneumonia pseudomonas aeruginosa
3643	, caput succedaneum
3644	, sick sinus syndrome
3645	, acrokeratosis verruciformis
3646	, carpal collapse
3647	, analgesic asthma syndrome
3648	, immune-mediated hepatitis
3649	, lung transplant
3650	,  or xiii
3651	, juvenile myoclonic epilepsy
3652	, overdose
3653	, zygomycosis
3654	, automatic bladder
3655	, myocarditis toxoplasmal
3656	, hypogonadism
3657	, tongue injury
3658	, facial neuralgia
3659	, splenomegaly
3660	, hemianaesthesia
3661	, vascular device user
3662	, neurogenic bowel
3663	, surgical fixation of rib fracture
3664	, cholangiectasis acquired
3665	, cushingoid
3666	, arthrogram
3667	, postictal psychosis
3668	, postnasal drip
3669	, adrenal cyst
3670	, shunt infection
3671	, radiation dysphagia
3672	, meningitis coccidioides
3673	, targeted cancer therapy
3674	, respiratory sighs
3675	, bladder calculus removal
3676	, otorrhoea
3677	, creutzfeldt-jakob disease
3678	, propionibacterium test positive
3679	, extranodal nk/t-cell lymphoma
3680	, condition aggravated
3681	, sudden visual loss
3682	, lid sulcus deepened
3683	, pseudostroke
3684	, limb reconstructive surgery
3685	, opiates negative
3686	, pre-eclampsia
3687	, wound decomposition
3688	, microphthalmos
3689	, vitritis
3690	, facial spasm
3691	, spondyloepiphyseal dysplasia
3692	, assisted suicide
3693	, duodenal papillitis
3694	, haphephobia
3695	, thoracic outlet surgery
3696	, cytogenetic analysis
3697	, amblyopia
3698	, imprisonment
3699	, acquired digital fibrokeratoma
3700	, snoring
3701	, sigmoidectomy
3702	, ear irrigation
3703	, shone complex
3704	, urinary bladder rupture
3705	, hand amputation
3706	, capillary fragility test
3707	, abdominal migraine
3708	, spondylopathy traumatic
3709	, calcinosis
3710	, phobia of exams
3711	, oesophageal compression
3712	, infertility tests
3713	, gastrectomy
3714	, expressive language disorder
3715	, convulsion in childhood
3716	, hip fracture
3717	, anal skin tags
3718	, funguria
3719	, tooth ankylosis
3720	, galactocele
3721	, vascular bypass dysfunction
3722	, leukaemia granulocytic
3723	, pustular psoriasis
3724	, neglect of personal appearance
3725	, palmomental reflex
3726	, multimorbidity
3727	, flail chest
3728	, spina bifida
3729	, presyncope
3730	, patella replacement
3731	, cryptococcus antigen positive
3732	, skin test
3733	, burkholderia cepacia complex sepsis
3734	, liver ablation
3735	, fragile x syndrome
3736	, extraocular muscle paresis
3737	, endocarditis candida
3738	,  follicular grade i
3739	, osteofibroma
3740	, pregnancy induced hypertension
3741	, dysgeusia
3742	, slipping rib syndrome
3743	, job dissatisfaction
3744	, oral submucosal fibrosis
3745	, papillary muscle rupture
3746	, ugt1a1 gene polymorphism
3747	, tangentiality
3748	, chronic myeloid leukaemia
3749	, foetal anaemia
3750	, extradural abscess
3751	, erythema induratum
3752	, umbilical erythema
3753	, ehlers-danlos syndrome
3754	,  low grade
3755	, mucocutaneous candidiasis
3756	, gastrointestinal anthrax
3757	, adverse event following immunisation
3758	, urethral discharge
3759	, intra-abdominal haemorrhage
3760	, pruritus allergic
3761	, cell death
3762	, vagotomy
3763	, lipomatosis
3764	, near drowning
3765	, automatism
3766	, ill-defined disorder
3767	, hirsutism
3768	, mucocutaneous rash
3769	, bronchial polyp
3770	, uraemic myopathy
3771	, colon neoplasm
3772	, vestibulitis
3773	, colon adenoma
3774	, exercise lack of
3775	, flow cytometry
3776	, chest wall mass
3777	, cancer gene carrier
3778	, biopsy bone
3779	, asplenia
3780	, culture urine
3781	, pulmonary fistula
3782	, intensive care unit acquired weakness
3783	, fall
3784	, vector-borne transmission of infection
3785	, exanthem
3786	, self injurious behaviour
3787	, ileal stenosis
3788	, drug level changed
3789	, post procedural oedema
3790	, saccadic eye movement
3791	, blood ketone body
3792	, diapedesis
3793	, leukoencephalopathy
3794	, lip erythema
3795	, chorioretinal scar
3796	, exanthema subitum
3797	, oculomotor study
3798	, endothelin
3799	, obsessive thoughts
3800	, camptodactyly acquired
3801	, end stage renal disease
3802	, malaria
3803	, neoplasm progression
3804	, fatty acid oxidation disorder
3805	, blood product transfusion dependent
3806	, immunochemotherapy
3807	, collodion baby
3808	, hiv viraemia
3809	, stupor
3810	, lip sloughing
3811	, ear deformity acquired
3812	, dysmorphophobia
3813	, fluid intake reduced
3814	, umbilical hernia
3815	, reflux nephropathy
3816	, hepatic hydrothorax
3817	, prostatic varices
3818	, food allergy
3819	,  unspecified type
3820	, tracheo-oesophageal puncture
3821	, overwork
3822	, tumour marker abnormal
3823	, hepatosplenic t-cell lymphoma
3824	, ex-alcoholic
3825	, device toxicity
3826	, hormone-secreting ovarian tumour
3827	, sleep inertia
3828	, rash pruritic
3829	, basal ganglia haemorrhage
3830	, vulvovaginal pain
3831	, brain stem embolism
3832	, metastases to vagina
3833	, viral rash
3834	, thromboembolic stroke
3835	, hypereosinophilic syndrome
3836	, hepaticojejunostomy
3837	, phaeochromocytoma
3838	, pelvic kidney
