	sideefects
2676	, spermatozoa abnormal
2677	, toxicologic test
2678	, cognitive linguistic deficit
2679	, high risk sexual behaviour
2680	, branchial cleft cyst
2681	, limited symptom panic attack
2682	, blood cholesterol
2683	, mania
2684	, karnofsky scale worsened
2685	, fibrinolysis increased
2686	, papillitis
2687	, lid margin discharge
2688	, premenstrual cramps
2689	, osteoprotegerin ligand
2690	, malignant hydatidiform mole
2691	, cervix haematoma uterine
2692	, minimal residual disease
2693	, cyclic vomiting syndrome
2694	, cox-maze procedure
2695	, drug-induced liver injury
2696	, seizure like phenomena
2697	, coital bleeding
2698	, gait apraxia
2699	, rouleaux formation
2700	, arrested labour
2701	, chest crushing
2702	, iatrogenic injury
2703	, glomus tympanicum tumour
2704	, dry skin prophylaxis
2705	, bile duct stone
2706	, strawberry tongue
2707	, extravasation of urine
2708	, paralytic lagophthalmos
2709	, venous stasis
2710	, pain of skin
2711	, product label on wrong product
2712	, anaphylaxis treatment
2713	, large cell lung cancer
2714	, pathology test
2715	, toxic goitre
2716	, glycosuria during pregnancy
2717	, concussion
2718	, xanthogranuloma
2719	, drug half-life reduced
2720	, gastric fluid analysis abnormal
2721	, dysstasia
2722	, dyskinesia
2723	, poor sucking reflex
2724	, pyuria
2725	, galactorrhoea
2726	, cheilitis
2727	, slow speech
2728	, anxiety
2729	, drug resistance
2730	, hypercapnic coma
2731	, visual pathway disorder
2732	, lip dry
2733	, jaw disorder
2734	, vena cava embolism
2735	, neck injury
2736	, chylothorax
2737	, skeletal survey abnormal
2738	, myelocyte present
2739	, visual midline shift syndrome
2740	, suprapubic prostatectomy
2741	, sebaceous adenoma
2742	, viral uveitis
2743	, kidney injury molecule-1
2744	, myotonic dystrophy
2745	, urea urine abnormal
2746	, blood pyruvic acid
2747	, drug chemical incompatibility
2748	, liver induration
2749	, hypertrophic scar
2750	, osteoporosis postmenopausal
2751	, plasma cell count
2752	, sarcoma of skin
2753	, non-alcoholic fatty liver
2754	, scleritis
2755	, biopsy blood vessel
2756	, mouth swelling
2757	, hemivertebra
2758	, chloroma (in remission)
2759	, dark circles under eyes
2760	, pre-existing condition improved
2761	, cerebral oedema management
2762	, marrow hyperplasia
2763	, hunger
2764	, abdominal sepsis
2765	, barium swallow abnormal
2766	, carcinoid tumour of the caecum
2767	, acne
2768	, small for dates baby
2769	,  tactile
2770	, post micturition dribble
2771	, fundoscopy
2772	, anodontia
2773	, synostosis
2774	, heat therapy
2775	, chest pain
2776	, dyspnoea paroxysmal nocturnal
2777	, mastoptosis
2778	, synovial disorder
2779	, renal hydrocele
2780	, diplegia
2781	, claudication of jaw muscles
2782	, viscocanalostomy
2783	, tenosynovitis stenosans
2784	, systemic immune activation
2785	, burglary victim
2786	, mixed anxiety and depressive disorder
2787	, extraskeletal myxoid chondrosarcoma
2788	, thunderclap headache
2789	, cleft foot
2790	, liposuction
2791	, epiphyseal injury
2792	, nasal aspiration
2793	, laryngitis
2794	, keratouveitis
2795	, sezary cells increased
2796	, angioscopy
2797	, multiple drug overdose
2798	, exposure via ingestion
2799	, adenoma benign
2800	, paranasal sinus aplasia
2801	, synovial fluid crystal
2802	, pneumaturia
2803	,  acquired
2804	, hyperintensity in brain deep nuclei
2805	, hungry bone syndrome
2806	, pickwickian syndrome
2807	, duodenal switch
2808	, albumin urine absent
2809	, bile duct cancer non-resectable
2810	, impetigo herpetiformis
2811	, cutaneous anthrax
2812	, febrile bone marrow aplasia
2813	, phaeochromocytoma malignant
2814	, urinary system x-ray abnormal
2815	, alcohol withdrawal syndrome
2816	, glossitis
2817	, fibrin abnormal
2818	, milk allergy
2819	, loose associations
2820	, euthanasia
2821	, thymol turbidity test increased
2822	, purpura fulminans
2823	, faeces hard
2824	, gastroenterostomy
2825	, zoonosis
2826	, regurgitation
2827	, laxative abuse
2828	, onychomycosis
2829	, neurilemmoma
2830	, sinonasal papilloma
2831	, anxious parent
2832	, urine sodium
2833	, auditory neuropathy spectrum disorder
2834	, schizophrenia simple
2835	, pantothenic acid deficiency
2836	, ovarian repair
2837	, delayed engraftment
2838	, tumour embolism
2839	, bronchospasm
2840	, implant expulsion
2841	, stevens-johnson syndrome
2842	, proctectomy
2843	, hereditary angioedema with c1 esterase inhibitor deficiency
2844	, syncope
2845	, erythrophagocytosis
2846	, substance-induced mood disorder
2847	, animal bite
2848	, cervical friability
2849	, nasal oedema
2850	, long qt syndrome
2851	, immune enhancement therapy
2852	, tissue anoxia
2853	, syphilis test
2854	, somnolence neonatal
2855	, ligamentum flavum hypertrophy
2856	, elderly
2857	, germ cell cancer
2858	, oesophagobronchial fistula
2859	, loop electrosurgical excision procedure
2860	, optic nerve cupping
2861	, pancreatic cyst
2862	, heart and lung transplant
2863	, breast fibroma
2864	, cataract cortical
2865	, sebaceous carcinoma
2866	, body fluid analysis
2867	, spasmodic dysphonia
2868	, retrograde p-waves
2869	, platybasia
2870	, ligament laxity
2871	, acid peptic disease
2872	, mastoidectomy
2873	, procedural shock
2874	, nasal herpes
2875	, koilonychia
2876	, loss of libido
2877	, metabolic alkalosis
2878	, base excess abnormal
2879	, battered wife
2880	, liver tenderness
2881	, x-ray limb abnormal
2882	, hellp syndrome
2883	, pain trauma activated
2884	, visual brightness
2885	, pseudologia
2886	, macula thickness measurement
2887	, angiosarcoma
2888	, wrong product procured
2889	, gingival discomfort
2890	, ecchymosis
2891	, aquagenic pruritus
2892	, eustachian tube patulous
2893	, dyspraxia
2894	, allergy to sting
2895	, blindness
2896	, soft tissue mass
2897	, ankyloglossia acquired
2898	, capnocytophaga test positive
2899	, metastases to fallopian tube
2900	, aplastic anaemia
2901	, reflux oesophagitis
2902	, muscle graft
2903	, growth hormone deficiency
2904	, phalangeal agenesis
2905	, prader-willi syndrome
2906	, lung wedge resection
2907	, unmasking of previously unidentified disease
2908	, skin weeping
2909	, fallopian tube abscess
2910	, anthrax
2911	, metastases to eye
2912	, splenorenal shunt
2913	, low set ears
2914	, simple mastectomy
2915	, polyuria
2916	, ingrown hair
2917	, rales
2918	, dry lung syndrome
2919	, shift to the right
2920	, blood heavy metal abnormal
2921	, facial pain
2922	, gnathostomiasis
2923	, adrenal cortex atrophy
2924	, blastocystis infection
2925	, aqueous humour leakage
2926	, cyclic amp increased
2927	, po2
2928	, stenotrophomonas sepsis
2929	, phlebitis superficial
2930	, cryptococcosis
2931	, myelofibrosis
2932	, decidual cast
2933	, genetic counselling
2934	, meningomyelocele
2935	, colonic abscess
2936	, erythema multiforme
2937	, hysterocele
2938	, schizoaffective disorder bipolar type
2939	, cerebral malaria
2940	, resting tremor
2941	, neuronal neuropathy
2942	, epidural analgesia
2943	, myocardiac abscess
2944	, acute psychosis
2945	, keratopathy
2946	, oxidative stress
2947	, eyelid margin crusting
2948	, caustic injury
2949	, heterophoria
2950	, acidosis
2951	, phlebotomus fever
2952	, osteomyelitis acute
2953	, therapeutic product cross-reactivity
2954	, human ehrlichiosis
2955	, biopsy kidney
2956	, perry syndrome
2957	, larynx irritation
2958	, hypochondriasis
2959	, vaginismus
2960	, total complement activity test
2961	, lipomeningocele
2962	, cyst
2963	, phlebotomy
2964	, anoxia
2965	, medical device removal
2966	, ovarian mass
2967	, sepsis pasteurella
2968	, von hippel-lindau disease
2969	, paradoxical drug reaction
2970	, liver palpable subcostal
2971	, head circumference abnormal
2972	, vascular pain
2973	, muscle hernia
2974	, macroamylasaemia
2975	, ulnar nerve palsy
2976	, tachycardia
2977	, pruritus ani
2978	, product compounding quality issue
2979	, acquired methaemoglobinaemia
2980	, oesophageal mucosal hyperplasia
2981	, foster care
2982	, gestational diabetes
2983	, parotid duct cyst
2984	, compulsive shopping
2985	, cervix warts
2986	, ossiculoplasty
2987	, female condom
2988	, inflammation of wound
2989	, sympathomimetic effect
2990	, wound sepsis
2991	, dyspnoea
2992	, blood pressure
2993	,  hypersomnia type
2994	, plasma cells present
2995	, osteopathic treatment
2996	, cheyne-stokes respiration
2997	, h1n1 influenza
2998	, benign ethnic neutropenia
2999	, urinary tract polyp
3000	, hepatic vein stenosis
3001	, anaemia of malignant disease
3002	, tenoplasty
3003	, embolic pneumonia
3004	, lymphatic system neoplasm
3005	, blebitis
3006	, bone cyst
3007	, vascular access site rupture
3008	, platelet aggregation inhibition
3009	, warty dyskeratoma
3010	, extensor plantar response
3011	, catabolic state
3012	, head lag
3013	, gliosis
3014	, cystic lymphangioma
3015	, lipogranuloma
3016	, benign ovarian tumour
3017	, ultrasound foetal
3018	, bioptic surgery
3019	, haemophilic pseudotumour
3020	, post procedural headache
3021	, phalangeal hypoplasia
3022	, device extension damage
3023	, fistula
3024	, adnexa uteri pain
3025	, cryptogenic cirrhosis
3026	, anorchism
3027	, cytomegalovirus viraemia
3028	, mammogram abnormal
3029	, past-pointing
3030	, pelvic fluid collection
3031	, synovial cyst
3032	, hypogeusia
3033	, intra-nasal antrostomy
3034	, vaginitis
3035	, conductive deafness
3036	, myocardial reperfusion injury
3037	, endometrioma
3038	, orf
3039	, blood urea
3040	, oral contusion
3041	, homeopathy
3042	, salivary gland hypertrophy
3043	, wound dehiscence
3044	, sickle cell disease
3045	, human anti-human antibody test
3046	, optic pathway injury
3047	, dextrocardia
3048	, lethargy
3049	, fracture nonunion
3050	, rash scaly
3051	, fibrous dysplasia of jaw
3052	, amphetamines
3053	, loose stools
3054	, full blood count
3055	, migraine-triggered seizure
3056	, hereditary angioedema
3057	, vasoconstriction
3058	, fibroma
3059	, external ear disorder
3060	, ischaemic limb pain
3061	, oesophageal candidiasis
3062	, impaired self-care
3063	, angina unstable
3064	, jejunal stenosis
3065	, laryngeal polypectomy
3066	, failure to thrive
3067	, coproporphyrinogen increased
3068	, partner stress
3069	, accidental needle stick
3070	, ependymoma
3071	, cystinuria
3072	, delayed fontanelle closure
3073	, pain
3074	, salpingitis
3075	, pathological gambling
3076	, product difficult to swallow
3077	, perineal rash
3078	, lichenoid keratosis
3079	, pelvic organ injury
3080	, portal hypertensive gastropathy
3081	, t-cell depletion
3082	, pityriasis
3083	, oesophageal hypomotility
3084	, pulmonary dysmaturity syndrome
3085	, skin injury
3086	, nipple inflammation
3087	, lipids
3088	, ileostomy
3089	, cleft uvula
3090	, autosomal chromosome anomaly
3091	, humerus fracture
3092	, epinephrine
3093	, reduced dexterity
3094	, radiotherapy to mediastinum
3095	, bladder cyst
3096	, thymus hypertrophy
3097	, infected cyst
3098	, urethral abscess
3099	, bladder scan
3100	, chronic tic disorder
3101	, eclampsia
3102	, persistent depressive disorder
3103	, erythema marginatum
3104	, teething
3105	, amalgam tattoo
3106	, chronic allograft nephropathy
3107	, malignant dysphagia
3108	, impetigo
3109	, eyes sunken
3110	, sarcoma uterus
3111	, biopsy chest wall
3112	, tongue geographic
3113	, cutaneous sporotrichosis
3114	, leukapheresis
3115	, duodenal neoplasm
3116	, pituitary cyst
3117	, amyotrophy
3118	, pericardial rub
3119	, lymphatic duct injury
3120	, pancreatic leak
3121	, fatty liver alcoholic
3122	, victim of abuse
3123	, noonan syndrome
3124	, ileal fistula
3125	, systemic mycosis
3126	, tonsillar ulcer
3127	, gastrectomy total
3128	, heterochromia iridis
3129	, product cleaning inadequate
3130	, yellow skin
3131	, urinary system x-ray
3132	, blepharospasm
3133	, nephrostomy tube placement
3134	, faeces soft
3135	, synovitis
3136	, developmental glaucoma
3137	, collagen antigen type 1
3138	, alpha-1 anti-trypsin abnormal
3139	, pneumopericardium
3140	, commotio retinae
3141	, protein total
3142	, caput succedaneum
3143	, sick sinus syndrome
3144	, acrokeratosis verruciformis
3145	, carpal collapse
3146	, analgesic asthma syndrome
3147	, immune-mediated hepatitis
3148	, lung transplant
3149	,  or xiii
3150	, juvenile myoclonic epilepsy
3151	, overdose
3152	, zygomycosis
3153	, automatic bladder
3154	, myocarditis toxoplasmal
3155	, tongue injury
3156	, facial neuralgia
3157	, hemianaesthesia
3158	, vascular device user
3159	, neurogenic bowel
3160	, surgical fixation of rib fracture
3161	, cushingoid
3162	, arthrogram
3163	, postictal psychosis
3164	, postnasal drip
3165	, adrenal cyst
3166	, shunt infection
3167	, radiation dysphagia
3168	, meningitis coccidioides
3169	, targeted cancer therapy
3170	, respiratory sighs
3171	, bladder calculus removal
3172	, otorrhoea
3173	, creutzfeldt-jakob disease
3174	, extranodal nk/t-cell lymphoma
3175	, condition aggravated
3176	, sudden visual loss
3177	, lid sulcus deepened
3178	, pseudostroke
3179	, limb reconstructive surgery
3180	, opiates negative
3181	, pre-eclampsia
3182	, wound decomposition
3183	, microphthalmos
3184	, vitritis
3185	, facial spasm
3186	, spondyloepiphyseal dysplasia
3187	, assisted suicide
3188	, duodenal papillitis
3189	, haphephobia
3190	, thoracic outlet surgery
3191	, amblyopia
3192	, acquired digital fibrokeratoma
3193	, snoring
3194	, sigmoidectomy
3195	, ear irrigation
3196	, shone complex
3197	, urinary bladder rupture
3198	, hand amputation
3199	, capillary fragility test
3200	, spondylopathy traumatic
3201	, calcinosis
3202	, phobia of exams
3203	, infertility tests
3204	, gastrectomy
3205	, convulsion in childhood
3206	, hip fracture
3207	, anal skin tags
3208	, funguria
3209	, tooth ankylosis
3210	, galactocele
3211	, vascular bypass dysfunction
3212	, leukaemia granulocytic
3213	, pustular psoriasis
3214	, neglect of personal appearance
3215	, palmomental reflex
3216	, multimorbidity
3217	, flail chest
3218	, spina bifida
3219	, presyncope
3220	, patella replacement
3221	, cryptococcus antigen positive
3222	, skin test
3223	, burkholderia cepacia complex sepsis
3224	, liver ablation
3225	, fragile x syndrome
3226	, endocarditis candida
3227	,  follicular grade i
3228	, osteofibroma
3229	, dysgeusia
3230	, slipping rib syndrome
3231	, job dissatisfaction
3232	, papillary muscle rupture
3233	, ugt1a1 gene polymorphism
3234	, tangentiality
3235	, chronic myeloid leukaemia
3236	, extradural abscess
3237	, umbilical erythema
3238	, ehlers-danlos syndrome
3239	,  low grade
3240	, mucocutaneous candidiasis
3241	, gastrointestinal anthrax
3242	, adverse event following immunisation
3243	, intra-abdominal haemorrhage
3244	, pruritus allergic
3245	, cell death
3246	, vagotomy
3247	, lipomatosis
3248	, near drowning
3249	, automatism
3250	, ill-defined disorder
3251	, hirsutism
3252	, mucocutaneous rash
3253	, bronchial polyp
3254	, uraemic myopathy
3255	, colon neoplasm
3256	, vestibulitis
3257	, colon adenoma
3258	, exercise lack of
3259	, flow cytometry
3260	, chest wall mass
3261	, cancer gene carrier
3262	, biopsy bone
3263	, asplenia
3264	, culture urine
3265	, pulmonary fistula
3266	, intensive care unit acquired weakness
3267	, fall
3268	, vector-borne transmission of infection
3269	, exanthem
3270	, self injurious behaviour
3271	, ileal stenosis
3272	, drug level changed
3273	, post procedural oedema
3274	, saccadic eye movement
3275	, blood ketone body
3276	, diapedesis
3277	, lip erythema
3278	, exanthema subitum
3279	, oculomotor study
3280	, endothelin
3281	, obsessive thoughts
3282	, camptodactyly acquired
3283	, malaria
3284	, fatty acid oxidation disorder
3285	, blood product transfusion dependent
3286	, immunochemotherapy
3287	, collodion baby
3288	, hiv viraemia
3289	, stupor
3290	, lip sloughing
3291	, ear deformity acquired
3292	, dysmorphophobia
3293	, fluid intake reduced
3294	, umbilical hernia
3295	, reflux nephropathy
3296	, hepatic hydrothorax
3297	, prostatic varices
3298	, food allergy
3299	,  unspecified type
3300	, tracheo-oesophageal puncture
3301	, overwork
3302	, tumour marker abnormal
3303	, hepatosplenic t-cell lymphoma
3304	, ex-alcoholic
3305	, device toxicity
3306	, hormone-secreting ovarian tumour
3307	, rash pruritic
3308	, basal ganglia haemorrhage
3309	, vulvovaginal pain
3310	, metastases to vagina
3311	, viral rash
3312	, thromboembolic stroke
3313	, hypereosinophilic syndrome
3314	, hepaticojejunostomy
3315	, phaeochromocytoma
3316	, pelvic kidney
3317	, vitello-intestinal duct remnant
3318	, alopecia areata
3319	, alcoholic ketoacidosis
3320	, dihydropyrimidine dehydrogenase deficiency
3321	, urticaria aquagenic
3322	, homicide
3323	, oropharyngeal dysplasia
3324	, obesity surgery
3325	, eye swelling
3326	, vulval haemorrhage
3327	, head titubation
3328	, joint stiffness
3329	, vaginitis chlamydial
3330	, interleukin level
3331	, exposure to extreme temperature
3332	, abdominal injury
3333	, lead dislodgement
3334	, peripheral nerve injury
3335	, suprapubic pain
3336	, unhealthy diet
3337	, pharynx discomfort
3338	, bradycardia
3339	, thrombasthenia
3340	, infant
3341	, diaphragm muscle weakness
3342	, chest x-ray
3343	, cardiac failure high output
3344	, situs ambiguous
3345	, blindness day
3346	, delayed recovery from anaesthesia
3347	, tooth malformation
3348	, 2'
3349	, chondrocalcinosis
3350	, sinuplasty
3351	, 2^
3352	, tendon laxity
3353	, c3 glomerulopathy
3354	, incoherent
3355	, hydrophobia
3356	, vaginal leukoplakia
3357	, haemangioma
3358	, stillbirth
3359	, trabeculectomy
3360	, exposure via father
3361	, biopsy thyroid gland
3362	, failed forceps delivery
3363	, lumbar puncture abnormal
3364	, duodenostomy
3365	, water pollution
3366	, axillary pain
3367	, hyperuricosuria
3368	, homicidal ideation
3369	, alveolitis
3370	, pyelogram retrograde abnormal
3371	, sudden death
3372	, biopsy chorionic villous abnormal
3373	, drug therapy changed
3374	, cardiac steatosis
3375	, plasma cell myeloma
3376	, limbal swelling
3377	, wrong device used
3378	, ichthyosis acquired
3379	, nephroangiosclerosis
3380	, slow response to stimuli
3381	, slipped femoral epiphysis
3382	, acid-base balance disorder mixed
3383	, biopsy bladder
3384	, laryngoscopy
3385	, good syndrome
3386	, idiopathic urticaria
3387	, tooth abscess
3388	, apnoea
3389	, tendonitis
3390	, spinal rod removal
3391	, multiple drug therapy
3392	, xerophthalmia
3393	, voyeurism
3394	, eye prosthesis user
3395	, boutonneuse fever
3396	, oliguria
3397	, 21-hydroxylase deficiency
3398	, hypnagogic hallucination
3399	, cervix adenomatous polyp
3400	, nasal polyps
3401	, hypochondroplasia
3402	, rash erythematous
3403	, meibomian gland discharge
3404	, staphylococcal osteomyelitis
3405	, murder
3406	, hamartoma vascular
3407	, thrombosis corpora cavernosa
3408	, calciphylaxis
3409	, platelet-derived growth factor receptor overexpression
3410	, herpes zoster multi-dermatomal
3411	, haemorrhagic urticaria
3412	, ototoxicity
3413	, ileus
3414	, paranasal sinus haematoma
3415	, eye oedema
3416	, blood magnesium
3417	, cow pox
3418	, cytolytic hepatitis
3419	, papillophlebitis
3420	, venous stent insertion
3421	, product prescribing issue
3422	, left ventricular heave
3423	, salivary gland atrophy
3424	, wound treatment
3425	, berylliosis
3426	, finger deformity
3427	, phonological disorder
3428	, self-induced vomiting
3429	, allergy test negative
3430	, oligoasthenoteratozoospermia
3431	, therapy non-responder
3432	, biliary colic
3433	, apoptotic colonopathy
3434	, fractured skull depressed
3435	, pupillary reflex impaired
3436	, prothrombin level
3437	, theft
3438	, anal pap smear abnormal
3439	, rash vesicular
3440	, cardiogenic shock
3441	, wrist surgery
3442	, b-cell aplasia
3443	, thelitis
3444	, apheresis
3445	, biopsy pharynx
3446	, synkinesis
3447	, barium impaction
3448	, tobacco withdrawal symptoms
3449	, extra-axial haemorrhage
3450	, myopathy
3451	, necrobiosis lipoidica diabeticorum
3452	, placental polyp
3453	, mucinous adenocarcinoma of appendix
3454	, klebsiella sepsis
3455	, paratracheal lymphadenopathy
3456	, unevaluable investigation
3457	, asthma
3458	, unintended pregnancy
3459	, dysarthria
3460	, eyelid injury
3461	, ocular surface disease
3462	, tourniquet application
3463	, feeding problem in child
3464	, venous injury
3465	, thrombolysis
3466	, ectrodactyly
3467	, self-injurious ideation
3468	, brain teratoma
3469	, arterectomy with graft replacement
3470	, withdrawal bleeding irregular
3471	, blood glucose fluctuation
3472	, subcutaneous emphysema
3473	, threatened labour
3474	, pituitary tumour removal
3475	, agonal rhythm
3476	, affect lability
3477	, pseudoneurologic symptom
3478	, milia
3479	, mid-life crisis
3480	, chest wall tumour
3481	, premature menarche
3482	, papillary tumour of renal pelvis
3483	, mouth cyst excision
3484	, chest wall abscess
3485	, hydrocele
3486	, eczema
3487	, hippus
3488	, fascia release
3489	, joint abscess
3490	, sinus arrhythmia
3491	, migraine
3492	, use of accessory respiratory muscles
3493	, rectal cramps
3494	, depressed mood
3495	, inflammatory myofibroblastic tumour
3496	, fever neonatal
3497	, biliary cirrhosis primary
3498	, brachytherapy to vagina
3499	, myoclonic epilepsy
3500	, pelvic floor muscle weakness
3501	, nerve root injury
3502	, compulsive sexual behaviour
3503	, annuloplasty
3504	, lupoid hepatic cirrhosis
3505	, kleptomania
3506	, sclerodactylia
3507	, polycystic liver disease
3508	, vulvovaginitis gonococcal
3509	, circumcision
3510	, stitch abscess
3511	, uterine polypectomy
3512	, infantile back arching
3513	, feeding tube user
3514	, chronotropic incompetence
3515	, neuroborreliosis
3516	, eosinopenia
3517	, intestinal scarring
3518	, hyperfibrinolysis
3519	, ph semen decreased
3520	, rectal spasm
3521	, breast fibrosis
3522	, acquired thalassaemia
3523	, dumping syndrome
3524	, cerebral small vessel ischaemic disease
3525	, cardiac telemetry
3526	, rectal ulcer
3527	, bronchial wall thickening
3528	, exeresis
3529	, palatal oedema
3530	, iris bombe
3531	, foramen magnum syndrome
3532	, throat irritation
3533	, drug level
3534	, saliva analysis abnormal
3535	, myotonia
3536	, candidiasis
3537	, lung cyst
3538	, herpes ophthalmic
3539	, congenital chylothorax
3540	, intracranial lipoma
3541	, maculopathy
3542	, aquagenic wrinkling of palms
3543	, growth failure
3544	, toxocariasis
3545	, coma uraemic
3546	, chemical burn
3547	, clumsy child syndrome
3548	, adnexa uteri mass
3549	, buttock crushing
3550	, loose body in joint
3551	, autopsy
3552	, dysprosody
3553	, global amnesia
3554	, non-renal cell carcinoma of kidney
3555	, pyoderma streptococcal
3556	, bone marrow donation
3557	, bullous impetigo
3558	, nasal cyst
3559	, skull x-ray abnormal
3560	, mesenteric fibrosis
3561	, false labour
3562	, tertiary syphilis
3563	, pseudosarcoma
3564	, fungal paronychia
3565	, reduced bladder capacity
3566	, product odour abnormal
3567	, abscess jaw
3568	, irregular breathing
3569	, encephalocele
3570	, peripartum cardiomyopathy
3571	, underweight
3572	, growing pains
3573	, cerebrohepatorenal syndrome
3574	, product availability issue
3575	, rippling muscle disease
3576	, skin fragility
3577	, scar pain
3578	, lupus miliaris disseminatus faciei
3579	, hemiasomatognosia
3580	, hoarseness
3581	, hypophysectomy
3582	, defiant behaviour
3583	, change of bowel habit
3584	, cerebral cyst
3585	, mammoplasty
3586	, nervousness
3587	, distichiasis
3588	, reinfusion
3589	, arthrolysis
3590	, vulvovaginal inflammation
3591	, halitosis
3592	, cat scratch disease
3593	, nasal valve collapse
3594	, product primary packaging issue
3595	, dependence on oxygen therapy
3596	, skin laxity
3597	, eschar
3598	, physical fitness training
3599	, shock
3600	, mountain sickness acute
3601	, laryngeal papilloma
3602	, haemorrhoid infection
3603	, 17 ketosteroids urine abnormal
3604	, injury to brachial plexus due to birth trauma
3605	, rash psoriaform
3606	, corectopia
3607	, asymptomatic bacteriuria
3608	, dietary supplement prescribing error
3609	, metastatic pain
3610	, distractibility
3611	, antiphospholipid syndrome
3612	, device use error
3613	, tubo-ovarian abscess
3614	, bruxism
3615	, uterine cyst
3616	, fear of needles
3617	, tremor
3618	, pigmented naevus
3619	, bilirubin excretion disorder
3620	, colon injury
3621	, shigella sepsis
3622	, inhibin b
3623	, dengue fever
3624	, face oedema
3625	, normal pregnancy
3626	, elastosis perforans
3627	, appendiceal mucocoele
3628	, lymphocyte percentage
3629	, ross syndrome
3630	, benign familial haematuria
3631	, pituitary tumour
3632	, adactyly
3633	, goniotomy
3634	, anion gap
3635	, whole body scan
3636	, crystal arthropathy
3637	, amygdalohippocampectomy
3638	, fungus csf test positive
3639	, pain prophylaxis
3640	, lipoprotein (a)
3641	, wound complication
3642	, absent bowel movement
3643	, computer vision syndrome
3644	, pathological fracture
3645	, tick-borne fever
3646	, blood insulin
3647	, monoplegia
3648	, vaginal fistula repair
3649	, joint dislocation pathological
3650	, neck surgery
3651	, pyruvate kinase deficiency anaemia
3652	, osteoarthropathy
3653	, subdiaphragmatic abscess
3654	, hand-foot-and-mouth disease
3655	, cycloplegia
3656	, presbyopia
3657	, placental dysplasia
3658	, carbuncle
3659	, drug use disorder
3660	, chikungunya virus infection
3661	, oesophageal papilloma
3662	, multiple myeloma
3663	, monocytosis
3664	, oesophageal polyp
3665	, uvula aplasia
3666	, grimacing
3667	, cardiac disorder
3668	, phantom shocks
3669	, fixed drug eruption
3670	, tunnel vision
3671	, primigravida
3672	, lung hernia
3673	, sinoatrial block
3674	, natural killer-cell leukaemia
3675	, shoplifting
3676	, poriomania
3677	, pneumonia anthrax
3678	, status asthmaticus
3679	, chloracne
3680	, skin oedema
3681	, thyroid cancer recurrent
3682	, gouty tophus
3683	, intertrigo
3684	, leukaemic lymphoma
3685	, pregnancy of partner
3686	, sticky skin
3687	, dizziness postural
3688	, primary myelofibrosis
3689	, shoulder deformity
3690	, pleurisy
3691	, pseudopolyp
3692	, vulvovaginal injury
3693	, herpes virus test
3694	, fungal sepsis
3695	, airway burns
3696	, pump reservoir issue
3697	, nephrostomy
3698	, flushing
3699	, tracheal mass
3700	, seminoma
3701	, bone densitometry
3702	, drug half-life increased
3703	, grunting
3704	, schistosomiasis liver
3705	, psychological abuse
3706	, acute kidney injury
3707	, deposit eye
3708	, acrochordon excision
3709	, cervical polyp
3710	, foot crushing
3711	, fatigue
3712	, high foetal head
3713	, keratitis-ichthyosis-deafness syndrome
3714	, eye contusion
3715	, aspergillus test
3716	, hyperdynamic precordium
3717	, external hydrocephalus
3718	, spermatorrhoea
3719	, electrocardiogram poor r-wave progression
3720	, resection of rectum
3721	, bronchotomy
3722	, neutrophil hypersegmented morphology present
3723	, chondrosarcoma
3724	, pocket erosion
3725	, lymphangiosis carcinomatosa
3726	, axial spondyloarthritis
3727	, aortic surgery
3728	, transfusion-associated dyspnoea
3729	, post-tussive vomiting
3730	, progesterone abnormal
3731	, dementia
3732	, chest wall cyst
3733	, passive smoking
3734	, myofascial spasm
3735	, porphyria non-acute
3736	, lupus-like syndrome
3737	, caput medusae
3738	, plaque shift
3739	, oesophageal ph
3740	, verbally abused
3741	, cerebral toxoplasmosis
3742	, hypermethioninaemia
3743	, meteoropathy
3744	, device allergy
3745	, yellow fever
3746	, vascular headache
3747	, dental cleaning
3748	, elective surgery
3749	, gastritis herpes
3750	, astigmatism
3751	, convulsions local
3752	, skeletal traction
3753	, histoplasmosis disseminated
3754	, foreign body in reproductive tract
3755	, eosinophilic pustulosis
3756	, salpingo-oophoritis
3757	, basal ganglia infarction
3758	, lymphomatoid papulosis
3759	, drug ineffective
3760	, alcohol rehabilitation
3761	, dolichocolon
3762	, angioedema
3763	, meconium abnormal
3764	, light chain disease
3765	, turbinoplasty
3766	, neck lift
3767	, lipaemia retinalis
3768	, eye pain
3769	, prodromal alzheimer^s disease
3770	, eyelid thickening
3771	, progressive external ophthalmoplegia
3772	, akathisia
3773	, extrapyramidal disorder
3774	, medical diet
3775	, band neutrophil count
3776	, purpura neonatal
3777	, bone marrow toxicity
3778	, colonic pseudo-obstruction
3779	, delinquency
3780	, sexual relationship change
3781	, delusion of reference
3782	, thought blocking
3783	, erythema dyschromicum perstans
3784	, grey turner^s sign
3785	, primary familial hypomagnesaemia
3786	, palmoplantar keratoderma
3787	, alopecia totalis
3788	, bulbar palsy
3789	, hookworm infection
3790	, asphyxia
3791	, fibroblast growth factor 23 increased
3792	, genitourinary operation
3793	, soft tissue sarcoma
3794	, gallbladder cholesterolosis
3795	, transfusion
3796	, laryngeal rheumatoid arthritis
3797	, tongue dry
3798	, hypotension
3799	, wrong product stored
3800	, skull fractured base
3801	, aerophagia
3802	, cervix cautery
3803	, visceral leishmaniasis
3804	, thrombin time
