	sideefects
4374	, barium impaction, microalbuminuria
4375	, typhoid fever, device therapy, voice therapy
4376	, food aversion, iron overload
4377	, forceps delivery, failed forceps delivery
4378	, nerve root injury, optic nerve injury
4379	, systemic leakage, foetal megacystis
4380	, pleocytosis, pyelocystitis, elliptocytosis, reticulocytosis, multicentric reticulohistiocytosis, histiocytic medullary reticulosis
4381	, vulvovaginal discomfort, atrophic vulvovaginitis, vulvovaginitis trichomonal
4382	, accident at home, chemodectoma
4383	, device effect variable, affective ambivalence
4384	, page kidney, eyelid pain
4385	, wrong product procured, wrong product stored
4386	, fungus sputum test positive, fungus csf test positive
4387	, toxoplasma serology, mycoplasma serology
4388	, opportunistic infection prophylaxis, infection prophylaxis, prophylaxis against hiv infection, constipation prophylaxis, antibiotic prophylaxis
4389	, post procedural headache, procedural headache, thunderclap headache
4390	, haemorrhagic urticaria, chromaturia, birth trauma
4391	, oesophageal pain, oesophageal papilloma
4392	, myeloma recurrence, mean cell volume, cerumen removal
4393	, animal scratch, cardiac asthma
4394	, leukaemia cutis, acute leukaemia, aleukaemic leukaemia, leukaemia
4395	, erythroleukaemia, laryngeal tremor, erythromelalgia
4396	, eyelids pruritus, pleurisy
4397	, acquired aminoaciduria, aminoaciduria
4398	, local swelling, limbal swelling
4399	, exomphalos, lagophthalmos, anophthalmos, exophthalmos, enophthalmos
4400	, dark circles under eyes, sezary cells increased, cerebral dysgenesis
4401	, acid base balance abnormal, acid base balance
4402	, gnathostomiasis, xanthomatosis
4403	, gallbladder injury, adrenal gland injury
4404	, penile dysplasia, skin hyperplasia, skin hypoplasia
4405	, myxoedema coma, myxoedema
4406	, thyroid tuberculosis, steroid activity, thyroiditis acute, thyroiditis subacute
4407	, thrombotic stroke, thromboembolic stroke
4408	, polymyositis, pyomyositis, lymphohistiocytosis, lymphocytosis
4409	, thrombosis, thrombolysis
4410	, spermatozoa morphology abnormal, oesophagogastroduodenoscopy, oesophagogastroduodenoscopy abnormal, biopsy oesophagus abnormal, oesophagoscopy abnormal, oesophagogastroscopy abnormal
4411	, catatonia, anotia
4412	, orbitotomy, proctotomy, proctostomy
4413	, urticaria pressure, paruresis
4414	, biopsy vocal cord, blood pyruvic acid
4415	, muscle hernia, chemical burn
4416	, walking disability, myocardial bridging, abdominal rigidity, hearing disability, learning disability
4417	, atrial tachycardia, cardiac death, tachycardia
4418	, primary cough headache, acquired macrocephaly
4419	, hepatitis alcoholic, histiocytic sarcoma, gastritis alcoholic
4420	, ophthalmoplegic migraine, ophthalmic fluid drainage, alternating hemiplegia of childhood
4421	, chylothorax, hydrothorax
4422	, off label use of device, device lead issue
4423	, pseudologia, oligodipsia, idioglossia
4424	, tobacco user, tobacco abuse
4425	, pyoderma gangrenosum, foramen magnum syndrome
4426	, schizoaffective disorder, schizoaffective disorder depressive type, schizoaffective disorder bipolar type
4427	, poikilocytosis, kyphoscoliosis
4428	, liver tenderness, uterine tenderness, tenderness
4429	, penile swelling, nipple swelling, hip swelling, lip swelling
4430	, caffeine allergy, allergy to vaccine
4431	, macular pseudohole, burn oesophageal, oesophageal ulcer
4432	, radiation cataract, coarctation of the aorta, aorta coarctation repair, cataract operation
4433	, angiolipoma, angiomyolipoma, myoglobinaemia
4434	, giardiasis, filariasis
4435	, fixed drug eruption, fixed eruption
4436	, neurosyphilis, hyperinsulinism, hyperinsulinism syndrome
4437	, debridement, burn debridement, bone debridement, wound debridement, joint debridement
4438	, pyelotomy, pleurectomy, pylorectomy, polypectomy
4439	, phlebectomy, phlebotomy
4440	, neck crushing, back crushing, face crushing
4441	, capillary fragility abnormal, capillary fragility
4442	, total lung capacity, total lung capacity abnormal
4443	, pyelogram retrograde, pyelogram retrograde abnormal
4444	, melanosis, melanosis coli, salmonellosis
4445	, tooth resorption, tooth erosion
4446	, meniscus injury, muscle injury
4447	, dental dysaesthesia, synaesthesia, dysaesthesia
4448	, clostridium difficile sepsis, clostridium colitis, clostridium difficile toxin test, clostridium difficile toxin test positive, clostridium difficile colitis, clostridium difficile infection
4449	, myoclonic epilepsy, lipectomy, ileectomy
4450	, chondrosis, ochronosis, chondrolysis, chylomicrons
4451	, bone neoplasm, colon neoplasm
4452	, double vessel bypass graft, quadruple vessel bypass graft, triple vessel bypass graft, single vessel bypass graft
4453	, bladder papilloma, urethral papilloma, blepharal papilloma, tracheal papilloma
4454	, alpha 1 microglobulin, alpha 1 globulin abnormal, alpha 2 globulin abnormal
4455	, hyperphosphaturia, pseudohyperphosphataemia, hypophosphatasia, hypophosphataemia, hyperphosphatasaemia, hyperphosphataemia
4456	, acetonaemia, foetal anaemia, nail tinea, anal tinea, anaemia neonatal, melaena neonatal
4457	, chondrosarcoma, enchondroma, chondroma, chloroma, chordoma
4458	, biopsy pleura, presbyopia
4459	, toxic goitre, genotoxicity, neurotoxicity
4460	, eye muscle tenotomy, lymphocyte count, t-lymphocyte count, myelocyte count, metamyelocyte count
4461	, pseudoparalysis, pulmonary sepsis, maple syrup disease, sepsis pasteurella, plasmapheresis, sleep paralysis, erysipelas
4462	, thymus hypoplasia, sympodia, hyposmia
4463	, galactosaemia, osteomalacia, metatarsalgia, thalassaemia trait, thalassaemia beta, thalassaemia, thalassaemia alpha
4464	, urethral abscess, extradural abscess
4465	, periphlebitis, phlebitis deep, nephritis, perinephritis, peripheral arthritis, perihepatitis, periarthritis
4466	, peripheral nerve injury, peroneal nerve injury, femoral nerve injury
4467	, muscle suture, muscle rupture, sputum purulent, sputum culture
4468	, cystogram, gastrectomy
4469	, vulvovaginal candidiasis, vulvovaginal disorder, vulvovaginal dryness, vulvovaginal adhesion, vulvovaginal adenosis
4470	, fracture, forearm fracture, femur fracture
4471	, pulmonary veno-occlusive disease, meniscus removal
4472	, anger, gangrene
4473	, aborted pregnancy, perennial allergy, rubella in pregnancy
4474	, hemivertebra, rheumatic fever, cervix erythema
4475	, fasciectomy, oesophagitis, phagocytosis, biopsy stomach, fasciotomy, myofascitis, blastomycosis, mastoid cyst, mastocytosis, systemic mastocytosis
4476	, mastoiditis, otitis media, mastitis, stomatitis
4477	, foreign body, foreign body in eye, foreign body in ear
4478	, turbinectomy, biopsy uterus, promiscuity, biopsy rectum
4479	, alkalosis hypokalaemic, alkalosis hypochloraemic
4480	, proctectomy, proctocolectomy, colorectostomy, cholecystectomy, cholecystostomy, cystostomy closure, corpus callosotomy, ileostomy closure, colostomy closure
4481	, pelvic laparoscopy, cervical polyp
4482	, cerebral gas embolism, cerebellar mutism, cerebral microembolism, cerebellar embolism
4483	, prodromal alzheimer^s disease, multiple hereditary exostosis, extramedullary haemopoiesis
4484	, urinary fistula, vascular injury, calculus urinary
4485	, thought insertion, intrusive thoughts
4486	, chronic pigmented purpura, ruptured ectopic pregnancy
4487	, pancreatic duct rupture, pancreatic cyst rupture, hepatic cyst ruptured, lymphatic duct rupture
4488	, foetal macrosomia, colonic haematoma
4489	, chemical burns of eye, chemical eye injury, chemical injury
4490	, gallbladder cholesterolosis, corneal endothelial cell loss
4491	, bundle branch block right, bundle branch block bilateral, bundle branch block, bundle branch block left
4492	, blast cells present, plasma cells present
4493	, osteopenia, eosinopenia
4494	, ophthalmic herpes zoster, herpes zoster ophthalmic, herpes ophthalmic, herpes simplex ophthalmic, ophthalmic herpes simplex
4495	, dermatitis herpetiformis, herpes dermatitis
4496	, meibomianitis, exhibitionism
4497	, palatal dysplasia, palatal palsy
4498	, fistulogram, muscle graft
