	sideefects
2343	, vascular wall hypertrophy
2344	, blood potassium
2345	, finger hypoplasia
2346	, mixed dementia
2347	, urostomy
2348	, cystopexy
2349	, vasogenic cerebral oedema
2350	, lymphocytic hypophysitis
2351	, csf protein
2352	, papulopustular rosacea
2353	, open wound
2354	, lupus vulgaris
2355	, calculus bladder
2356	, jaundice neonatal
2357	, venous lake
2358	, pelvic discomfort
2359	, gastro-jejunostomy
2360	, gait inability
2361	, aminoaciduria
2362	, sympathectomy
2363	, overweight
2364	, joint irrigation
2365	, atelectasis neonatal
2366	, familial risk factor
2367	, mesomelia
2368	, engraft failure
2369	, fat redistribution
2370	, massage
2371	, nasal flaring
2372	, blood uric acid
2373	, oscillopsia
2374	, erythroblast morphology abnormal
2375	, haemodialysis-induced symptom
2376	, radiation cataract
2377	, taeniasis
2378	, retirement
2379	, intracranial venous sinus thrombosis
2380	, furuncle
2381	, trichodysplasia spinulosa
2382	, vaginal atresia
2383	, therapeutic response unexpected with drug substitution
2384	, injury asphyxiation
2385	, soliloquy
2386	, congenital floppy infant
2387	, fontanelle bulging
2388	, acquired epileptic aphasia
2389	, sporotrichosis
2390	, brain herniation
2391	, major depression
2392	,  visual
2393	, nasal cavity packing
2394	, cerebellar cognitive affective syndrome
2395	, renal cyst ruptured
2396	, acholia
2397	, pseudostrabismus
2398	, scleral graft
2399	, tattoo excision
2400	, histology
2401	, sturge-weber syndrome
2402	, pericardial drainage
2403	, hydroxyproline increased
2404	, typhus
2405	, thyroxine
2406	, victim of crime
2407	, genital labial adhesions
2408	, intracranial injury
2409	, rash maculovesicular
2410	, chronic villitis of unknown etiology
2411	, colon gangrene
2412	, schizophreniform disorder
2413	, porphyrins urine abnormal
2414	, early menarche
2415	, biopsy lymph gland abnormal
2416	, vocal cordectomy
2417	, vertebroplasty
2418	, fracture debridement
2419	, premature delivery
2420	, exomphalos
2421	, lung volume reduction surgery
2422	, ultrasound scan
2423	, subcutaneous haematoma
2424	, tricuspid valve thickening
2425	, vulva injury
2426	, double vessel bypass graft
2427	, bursitis
2428	, urine zinc
2429	, urticaria pressure
2430	, micrographic skin surgery
2431	, anal spasm
2432	, pulmonary cavitation
2433	, epidural empyema
2434	, heterotaxia
2435	, soft tissue swelling
2436	, xanthochromia
2437	, pedal pulse absent
2438	, nasal cavity mass
2439	, tendon sheath disorder
2440	, spider vein
2441	, aortic valvotomy
2442	, diabetic bullosis
2443	, back pain
2444	, organ donor
2445	, lower extremity mass
2446	, anti-aquaporin-4 antibody
2447	, urticaria contact
2448	, eyeball rupture
2449	, contact stomatitis
2450	, neonatal leukaemia
2451	, vulvar dysplasia
2452	, drop attacks
2453	, progressive facial hemiatrophy
2454	, paraoesophageal abscess
2455	, anaphylaxis prophylaxis
2456	, eunuchoidism
2457	, superficial injury of eye
2458	, myoglobin blood present
2459	, lacrimal sac cellulitis
2460	, hydroureter
2461	, brachial plexopathy
2462	, anisakiasis
2463	, reocclusion
2464	, thermal burn
2465	, nausea
2466	, visual acuity tests
2467	, hand dermatitis
2468	, hernia hiatus repair
2469	, craniotomy
2470	, pemphigus
2471	, diabetic blindness
2472	, radiation thyroiditis
2473	, cholecystitis acute
2474	, diaphragmatic injury
2475	, cement embolism
2476	, xanthoma
2477	, haematocoele
2478	, intention tremor
2479	, gallbladder cancer
2480	, influenza like illness
2481	, demodicidosis
2482	, ommaya reservoir placement
2483	, new daily persistent headache
2484	, osteosarcoma localised
2485	, thymus enlargement
2486	, antidepressant therapy
2487	, pubic rami fracture
2488	, benign mesothelioma
2489	, monocyte count
2490	, iridocyclitis
2491	, keratolysis exfoliativa acquired
2492	, fasciitis
2493	, synoviorthesis
2494	, mass excision
2495	, penile size reduced
2496	, iliac vein occlusion
2497	, rash rubelliform
2498	, neobladder surgery
2499	, total lung capacity abnormal
2500	, light chain analysis
2501	, niemann-pick disease
2502	, breast mass
2503	, embolectomy
2504	, ptosis repair
2505	, hepatojugular reflux
2506	, pityriasis rubra pilaris
2507	, allergy test
2508	, gingivectomy
2509	, septoplasty
2510	, cytomegalovirus mucocutaneous ulcer
2511	, oxygen therapy
2512	, blood loss anaemia neonatal
2513	, staphylococcal bacteraemia
2514	, galactosaemia
2515	, cosmetic body piercing
2516	, excessive dietary fibre intake
2517	, delayed puberty
2518	, middle insomnia
2519	, meconium plug syndrome
2520	, viral labyrinthitis
2521	, thyroid infarction
2522	, skeletal muscle enzymes
2523	, bone metabolism biochemical marker increased
2524	, lymphocele
2525	, pseudomonas bronchitis
2526	, head circumference
2527	, skin induration
2528	, vulval haematoma
2529	, vaginal ph abnormal
2530	, afterbirth pain
2531	, ainhum
2532	, migration of implanted drug
2533	, congenital nystagmus
2534	, seminal vesicular calculus
2535	, cytapheresis
2536	, drug dispensing issue
2537	, dacryolith
2538	, arthralgia
2539	, testicular abscess
2540	, tidal volume abnormal
2541	, abdomen scan
2542	, anovulatory cycle
2543	, cystocele
2544	, legionella serology
2545	, platypnoea
2546	, fluid balance positive
2547	, macular fibrosis
2548	, pyruvate carboxylase deficiency
2549	, carpus curvus
2550	, porphyrinuria
2551	, tumour thrombosis
2552	, abstains from alcohol
2553	, hepatic fibrosis marker abnormal
2554	, cheilosis
2555	, aldolase
2556	, limb asymmetry
2557	, herbal toxicity
2558	, pus in stool
2559	, disinhibition
2560	, hepatic pain
2561	, food craving
2562	, edentulous
2563	, pulmonary artery banding
2564	, breech delivery
2565	, liver palpable
2566	, steatorrhoea
2567	, eczema vesicular
2568	, blood electrolytes
2569	, maxillofacial sinus neoplasm
2570	, blood testosterone
2571	, drowning
2572	, leukocoria
2573	, product physical consistency issue
2574	, interchange of vaccine products
2575	, radiography guided aspiration
2576	, microvillous inclusion disease
2577	, shock symptom
2578	, deformity thorax
2579	, exposure via unknown route
2580	, cemento osseous dysplasia
2581	, chronic pigmented purpura
2582	, non-dipping
2583	, vaginal septum
2584	, ecthyma
2585	, chondrodystrophy
2586	, dental fistula
2587	, prolapse
2588	, parachute mitral valve
2589	, bone marrow haemorrhage
2590	, fibrous cortical defect
2591	, radiation fibrosis - lung
2592	, tubal rupture
2593	, culture
2594	, limb crushing injury
2595	, vascular access site oedema
2596	, symptom recurrence
2597	, childhood psychosis
2598	, bloom syndrome
2599	, faecalith
2600	, biopsy brain
2601	, foetal damage
2602	, plasmodium vivax infection
2603	, acquired phimosis
2604	, foetal exposure during delivery
2605	, chordee
2606	, tethered cord syndrome
2607	, sick building syndrome
2608	, inguinal mass
2609	, dysacusis
2610	, eye luxation
2611	, biopsy gingival
2612	, dacryocystitis
2613	, small size placenta
2614	, von willebrand^s factor inhibition
2615	, procedural headache
2616	, leukoaraiosis
2617	, metaplasia
2618	, blood brain barrier defect
2619	, cardiac hypertrophy
2620	, amusia
2621	, catheter site extravasation
2622	, cholecystitis
2623	, lissencephaly
2624	, pulmonary bulla
2625	, diaphragmatic rupture
2626	, paroxysmal atrioventricular block
2627	, rash
2628	, myringitis bullous
2629	, exfoliative rash
2630	, schwannoma
2631	, rhabdoid tumour of the kidney
2632	, external ear pain
2633	, dependent rubor
2634	, subperiosteal abscess
2635	, eye redness
2636	, mandibulofacial dysostosis
2637	, hydrocele excision
2638	, kidney ablation
2639	, eye muscle tenotomy
2640	, x-ray therapy to lung
2641	, inadequate diet
2642	, prolonged labour
2643	, contusion
2644	, psychogenic pseudosyncope
2645	, pre-existing disease
2646	, peritoneal lavage
2647	, nightmare
2648	, dyspnoea exacerbated
2649	, dyskinesia neonatal
2650	, device inversion
2651	, sialocele
2652	, nuchal rigidity
2653	, ph body fluid
2654	, erysipelothrix infection
2655	, chest discomfort
2656	, fraction of inspired oxygen
2657	, parasite allergy
2658	, leukotomy
2659	, gingival discolouration
2660	, wrong dosage form
2661	, bolivian haemorrhagic fever
2662	, circulating anticoagulant positive
2663	, lymphocytic lymphoma
2664	, tumour invasion
2665	, oesophageal discomfort
2666	, scalloped tongue
2667	, vascular pseudoaneurysm
2668	, stricturoplasty
2669	, dental treatment
2670	, mood swings
2671	, parasystole
2672	, thought insertion
2673	, pleural rub
2674	, lumbar puncture headache
2675	, renal glycosuria
2676	, phagophobia
2677	, potassium wasting nephropathy
2678	, vitamin b12
2679	, epilepsy surgery
2680	, sarcoma
2681	, colostomy
2682	, kyphosis
2683	, acute generalised exanthematous pustulosis
2684	, systemic-pulmonary artery shunt
2685	, respiratory gas exchange disorder
2686	, overgrowth bacterial
2687	, diffuse alveolar damage
2688	, myelitis transverse
2689	, multiple system atrophy
2690	, pacemaker syndrome
2691	, carcinoma ex-pleomorphic adenoma
2692	, oroantral fistula
2693	, iritis
2694	, vascular compression
2695	, fms-like tyrosine kinase 3 positive
2696	, fight in school
2697	, benign congenital hypotonia
2698	, angiotensin converting enzyme inhibitor foetopathy
2699	, fear of weight gain
2700	, cervix oedema
2701	, infection in an immunocompromised host
2702	, intrusive thoughts
2703	,  quantitative
2704	, alveolar bone resorption
2705	, joint injury
2706	, pituitary tumour recurrent
2707	, nephrectomy
2708	, pupillary block
2709	, athetosis
2710	, allodynia
2711	, musculoskeletal injury
2712	, haemolysis
2713	, tooth injury
2714	, blast cells present
2715	, neoplasm swelling
2716	, pupil fixed
2717	, binge drinking
2718	, vulval cancer recurrent
2719	, facial asymmetry
2720	, action tremor
2721	, glare
2722	, blood hiv rna
2723	, ex-smoker
2724	, anal fissure
2725	, dentofacial anomaly
2726	, glomus tumour
2727	, gingival graft
2728	, vaginal obstruction
2729	, cerebral aspergillosis
2730	, pulmonary renal syndrome
2731	, helplessness
2732	, rectocele
2733	, lumbar hernia
2734	, respiratory symptom
2735	, amoebic brain abscess
2736	, scan with contrast
2737	, teeth brittle
2738	, disaccharidase deficiency
2739	, affective ambivalence
2740	, cerebellar syndrome
2741	, urinary fistula
2742	, tongue desquamation
2743	, inappropriate device therapy
2744	, blood thrombin
2745	, insulin c-peptide
2746	, flavectomy
2747	, leukocytoclastic vasculitis
2748	, nervous system injury
2749	, csf immunoglobulin g index
2750	, impatience
2751	, hairy cell leukaemia
2752	, haemorrhagic anaemia
2753	, smear cervix
2754	, varicose veins sublingual
2755	, chest expansion decreased
2756	, stomatitis
2757	, confabulation
2758	, vasculitis
2759	, glucocorticoids abnormal
2760	, generalised non-convulsive epilepsy
2761	, acute lung injury
2762	, biopsy lymph gland
2763	, ear
2764	, strabismus
2765	, muscle rigidity
2766	, alpha hydroxybutyrate dehydrogenase increased
2767	, nail avulsion
2768	, negativism
2769	, device battery issue
2770	, staphylococcal scalded skin syndrome
2771	, median nerve lesion
2772	, enchondroma
2773	, splenic embolism
2774	, biopsy pleura
2775	, bone cancer
2776	, selective polysaccharide antibody deficiency
2777	, pregnancy of unknown location
2778	, chemical burns of eye
2779	, oedema
2780	, vascular bypass graft
2781	, gastrooesophageal reflux disease
2782	, cogwheel rigidity
2783	, legal problem
2784	, biopsy skin
2785	, removal of foreign body from oesophagus
2786	, macular pseudohole
2787	, acute undifferentiated leukaemia
2788	, thymoma
2789	, ovarian injury
2790	, sinus polyp
2791	, hand fracture
2792	, blood sodium
2793	, alopecia effluvium
2794	, vasculitic rash
2795	, gastropleural fistula
2796	, obstruction
2797	, arthropod scratch
2798	, impaired quality of life
2799	, fungus sputum test positive
2800	, anaemia of pregnancy
2801	, drug titration error
2802	, eye injury
2803	, peridiverticular abscess
2804	, nitrituria
2805	, tympanometry
2806	, glutathione synthetase deficiency
2807	, early morning awakening
2808	, tendon graft
2809	, thrombocythaemia
2810	, neurofibromatosis
2811	, dermal cyst
2812	, portal venous system anomaly
2813	, urethral syndrome
2814	, venous stenosis
2815	, tumour obstruction
2816	, polycystic ovaries
2817	, medical device change
2818	, joint capsule rupture
2819	, acanthosis nigricans
2820	, jejunostomy refashioning
2821	, febrile infection-related epilepsy syndrome
2822	, catheter bacteraemia
2823	, gallbladder injury
2824	, panophthalmitis
2825	, fibula agenesis
2826	, ovarian cancer
2827	, hepatic trauma
2828	, polymenorrhagia
2829	, degeneration of uterine leiomyoma
2830	, microbiology test
2831	, cerebral thrombosis
2832	, cervix inflammation
2833	, hypertensive heart disease
2834	, thanatophobia
2835	, neurotoxicity
2836	, lymph node palpable
2837	, sensorimotor disorder
2838	, hypokinesia
2839	, acne conglobata
2840	, bromoderma
2841	, heat illness
2842	, wheelchair user
2843	, product tampering
2844	, glial scar
2845	, splenic rupture
2846	, ketonuria
2847	, strangury
2848	, micrographia
2849	, mycetoma mycotic
2850	, cough
2851	, cervical rib
2852	, uterine enlargement
2853	, wound abscess
2854	, vulvovaginal mycotic infection
2855	, recall phenomenon
2856	, histone antibody
2857	, acquired pigmented retinopathy
2858	, monomelic amyotrophy
2859	, pleomorphic adenoma
2860	, leukopenia
2861	, splenic varices
2862	, oncologic complication
2863	, dialysis disequilibrium syndrome
2864	, urinary bladder haemorrhage
2865	, volvulus of small bowel
2866	, ascites
2867	, uveal prolapse
2868	, vaccine virus shedding
2869	, endotoxaemia
2870	, osteoporotic fracture
2871	, eyelid myoclonus
2872	, eosinophilic pustular folliculitis
2873	, pregnancy with advanced maternal age
2874	, taciturnity
2875	, sinus antrostomy
2876	, judgement impaired
2877	, retropharyngeal abscess
2878	, spermatozoa abnormal
2879	, toxicologic test
2880	, cognitive linguistic deficit
2881	, high risk sexual behaviour
2882	, branchial cleft cyst
2883	, limited symptom panic attack
2884	, blood cholesterol
2885	, mania
2886	, blood aluminium
2887	, karnofsky scale worsened
2888	, fibrinolysis increased
2889	, papillitis
2890	, lid margin discharge
2891	, premenstrual cramps
2892	, osteoprotegerin ligand
2893	, malignant hydatidiform mole
2894	, cervix haematoma uterine
2895	, minimal residual disease
2896	, cyclic vomiting syndrome
2897	, cox-maze procedure
2898	, drug-induced liver injury
2899	, aneurysm repair
2900	, seizure like phenomena
2901	, coital bleeding
2902	, gait apraxia
2903	, rouleaux formation
2904	, arrested labour
2905	, chest crushing
2906	, iatrogenic injury
2907	, glomus tympanicum tumour
2908	, dry skin prophylaxis
2909	, bile duct stone
2910	, strawberry tongue
2911	, extravasation of urine
2912	, paralytic lagophthalmos
2913	, venous stasis
2914	, pain of skin
2915	, product label on wrong product
2916	, cirrhosis alcoholic
2917	, anaphylaxis treatment
2918	, large cell lung cancer
2919	, pathology test
2920	, toxic goitre
2921	, disruptive mood dysregulation disorder
2922	, glycosuria during pregnancy
2923	, concussion
2924	, xanthogranuloma
2925	, drug half-life reduced
2926	, gastric fluid analysis abnormal
2927	, dysstasia
2928	, dyskinesia
2929	, poor sucking reflex
2930	, pyuria
2931	, galactorrhoea
2932	, cheilitis
2933	, slow speech
2934	, anxiety
2935	, drug resistance
2936	, hypercapnic coma
2937	, visual pathway disorder
2938	, lip dry
2939	, jaw disorder
2940	, vena cava embolism
2941	, neck injury
2942	, chylothorax
2943	, skeletal survey abnormal
2944	, myelocyte present
2945	, visual midline shift syndrome
2946	, suprapubic prostatectomy
2947	, sebaceous adenoma
2948	, viral uveitis
2949	, kidney injury molecule-1
2950	, myotonic dystrophy
2951	, urea urine abnormal
2952	, blood pyruvic acid
2953	, drug chemical incompatibility
2954	, liver induration
2955	, liver graft loss
2956	, hypertrophic scar
2957	, osteoporosis postmenopausal
2958	, plasma cell count
2959	, sarcoma of skin
2960	, non-alcoholic fatty liver
2961	, scleritis
2962	, biopsy blood vessel
2963	, mouth swelling
2964	, hemivertebra
2965	, chloroma (in remission)
2966	, dark circles under eyes
2967	, pre-existing condition improved
2968	, cerebral oedema management
2969	, marrow hyperplasia
2970	, hunger
2971	, abdominal sepsis
2972	, barium swallow abnormal
2973	, subendocardial ischaemia
2974	, carcinoid tumour of the caecum
2975	, acne
2976	, small for dates baby
2977	,  tactile
2978	, post micturition dribble
2979	, fundoscopy
2980	, anodontia
2981	, synostosis
2982	, heat therapy
2983	, endophthalmitis
2984	, chest pain
2985	, dyspnoea paroxysmal nocturnal
2986	, mastoptosis
2987	, synovial disorder
2988	, renal hydrocele
2989	, diplegia
2990	, claudication of jaw muscles
2991	, viscocanalostomy
2992	, tenosynovitis stenosans
2993	, systemic immune activation
2994	, burglary victim
2995	, mixed anxiety and depressive disorder
2996	, extraskeletal myxoid chondrosarcoma
2997	, thunderclap headache
2998	, chromatopsia
2999	, cleft foot
3000	, liposuction
3001	, vitreous disorder
3002	, epiphyseal injury
3003	, feeding disorder of infancy or early childhood
3004	, nasal aspiration
3005	, laryngitis
3006	, keratouveitis
3007	, sezary cells increased
3008	, angioscopy
3009	, multiple drug overdose
3010	, exposure via ingestion
3011	, adenoma benign
3012	, paranasal sinus aplasia
3013	, synovial fluid crystal
3014	, pneumaturia
3015	,  acquired
3016	, hyperintensity in brain deep nuclei
3017	, hungry bone syndrome
3018	, pickwickian syndrome
3019	, duodenal switch
3020	, albumin urine absent
3021	, bile duct cancer non-resectable
3022	, impetigo herpetiformis
3023	, cutaneous anthrax
3024	, febrile bone marrow aplasia
3025	, phaeochromocytoma malignant
3026	, urinary system x-ray abnormal
3027	, alcohol withdrawal syndrome
3028	, glossitis
3029	, fibrin abnormal
3030	, milk allergy
3031	, loose associations
3032	, euthanasia
3033	, thymol turbidity test increased
3034	, aneurysm ruptured
3035	, purpura fulminans
3036	, rectosigmoid cancer recurrent
3037	, faeces hard
3038	, gastroenterostomy
3039	, zoonosis
3040	, regurgitation
3041	, laxative abuse
3042	, onychomycosis
3043	, neurilemmoma
3044	, sinonasal papilloma
3045	, anxious parent
3046	, urine sodium
3047	, auditory neuropathy spectrum disorder
3048	, schizophrenia simple
3049	, pantothenic acid deficiency
3050	, ovarian repair
3051	, delayed engraftment
3052	, tumour embolism
3053	, bronchospasm
3054	, implant expulsion
3055	, stevens-johnson syndrome
3056	, proctectomy
3057	, hereditary angioedema with c1 esterase inhibitor deficiency
3058	, syncope
3059	, erythrophagocytosis
3060	, substance-induced mood disorder
3061	, animal bite
3062	, cervical friability
3063	, focal epithelial hyperplasia
3064	, nasal oedema
3065	, long qt syndrome
3066	, immune enhancement therapy
3067	, tissue anoxia
3068	, syphilis test
3069	, somnolence neonatal
3070	, ligamentum flavum hypertrophy
3071	, elderly
3072	, germ cell cancer
3073	, oesophagobronchial fistula
3074	, loop electrosurgical excision procedure
3075	, optic nerve cupping
3076	, pancreatic cyst
3077	, heart and lung transplant
3078	, breast fibroma
3079	, cataract cortical
3080	, sebaceous carcinoma
3081	, body fluid analysis
3082	, spasmodic dysphonia
3083	, retrograde p-waves
3084	, platybasia
3085	, ligament laxity
3086	, acid peptic disease
3087	, mastoidectomy
3088	, procedural shock
3089	, implant site pruritus
3090	, nasal herpes
3091	, koilonychia
3092	, loss of libido
3093	, metabolic alkalosis
3094	, base excess abnormal
3095	, battered wife
3096	, liver tenderness
3097	, x-ray limb abnormal
3098	, hellp syndrome
3099	, pain trauma activated
3100	, cervical discharge
3101	, visual brightness
3102	, pseudologia
3103	, macula thickness measurement
3104	, angiosarcoma
3105	, wrong product procured
3106	, gingival discomfort
3107	, ecchymosis
3108	, pericarditis fungal
3109	, aquagenic pruritus
3110	, eustachian tube patulous
3111	, dyspraxia
3112	, allergy to sting
3113	, blindness
3114	, soft tissue mass
3115	, ankyloglossia acquired
3116	, capnocytophaga test positive
3117	, metastases to fallopian tube
3118	, aplastic anaemia
3119	, reflux oesophagitis
3120	, muscle graft
3121	, growth hormone deficiency
3122	, phalangeal agenesis
3123	, prader-willi syndrome
3124	, lung wedge resection
3125	, unmasking of previously unidentified disease
3126	, skin weeping
3127	, pityriasis lichenoides et varioliformis acuta
3128	, fallopian tube abscess
3129	, anthrax
3130	, metastases to eye
3131	, splenorenal shunt
3132	, low set ears
3133	, simple mastectomy
3134	, autoimmune anaemia
3135	, polyuria
3136	, ingrown hair
3137	, rales
3138	, dry lung syndrome
3139	, shift to the right
3140	, blood heavy metal abnormal
3141	, facial pain
3142	, gnathostomiasis
3143	, adrenal cortex atrophy
3144	, carotid sinus massage
3145	, blastocystis infection
3146	, aqueous humour leakage
3147	, cyclic amp increased
3148	, po2
3149	, stenotrophomonas sepsis
3150	, phlebitis superficial
3151	, cryptococcosis
3152	, myelofibrosis
3153	, decidual cast
3154	, genetic counselling
3155	, meningomyelocele
3156	, colonic abscess
3157	, erythema multiforme
3158	, hysterocele
3159	, schizoaffective disorder bipolar type
3160	, cerebral malaria
3161	, resting tremor
3162	, neuronal neuropathy
3163	, epidural analgesia
3164	, myocardiac abscess
3165	, acute psychosis
3166	, keratopathy
3167	, oxidative stress
3168	, eyelid margin crusting
3169	, caustic injury
3170	, heterophoria
3171	, acidosis
3172	, phlebotomus fever
3173	, osteomyelitis acute
3174	, therapeutic product cross-reactivity
3175	, human ehrlichiosis
3176	, inguinal hernia
3177	, biopsy kidney
3178	, perry syndrome
3179	, larynx irritation
3180	, hypochondriasis
3181	, vaginismus
3182	, total complement activity test
3183	, lipomeningocele
3184	, cyst
3185	, phlebotomy
3186	, anoxia
3187	, medical device removal
3188	, ovarian mass
3189	, sepsis pasteurella
3190	, von hippel-lindau disease
3191	, paradoxical drug reaction
3192	, liver palpable subcostal
3193	, head circumference abnormal
3194	, vascular pain
3195	, muscle hernia
3196	, macroamylasaemia
3197	, ulnar nerve palsy
3198	, tachycardia
3199	, pruritus ani
3200	, product compounding quality issue
3201	, acquired methaemoglobinaemia
3202	, st. louis encephalitis
3203	, oesophageal mucosal hyperplasia
3204	, foster care
3205	, gestational diabetes
3206	, parotid duct cyst
3207	, compulsive shopping
3208	, cervix warts
3209	, ossiculoplasty
3210	, female condom
3211	, inflammation of wound
3212	, sympathomimetic effect
3213	, wound sepsis
3214	, dyspnoea
3215	, blood pressure
3216	,  hypersomnia type
3217	, plasma cells present
3218	, staphylococcus test
3219	, osteopathic treatment
3220	, cheyne-stokes respiration
3221	, h1n1 influenza
3222	, benign ethnic neutropenia
3223	, urinary tract polyp
3224	, hepatic vein stenosis
3225	, anaemia of malignant disease
3226	, tenoplasty
3227	, embolic pneumonia
3228	, lymphatic system neoplasm
3229	, blebitis
3230	, bone cyst
3231	, vascular access site rupture
3232	, platelet aggregation inhibition
3233	, warty dyskeratoma
3234	, extensor plantar response
3235	, catabolic state
3236	, head lag
3237	, gliosis
3238	, cystic lymphangioma
3239	, lipogranuloma
3240	, benign ovarian tumour
3241	, ultrasound foetal
3242	, bioptic surgery
3243	, haemophilic pseudotumour
3244	, post procedural headache
3245	, phalangeal hypoplasia
3246	, device extension damage
3247	, fistula
3248	, adnexa uteri pain
3249	, cryptogenic cirrhosis
3250	, anorchism
3251	, cytomegalovirus viraemia
3252	, cardiac haemangioma benign
3253	, mammogram abnormal
3254	, past-pointing
3255	, pelvic fluid collection
3256	, synovial cyst
3257	, hypogeusia
3258	, intra-nasal antrostomy
3259	, vaginitis
3260	, conductive deafness
3261	, myocardial reperfusion injury
3262	, endometrioma
3263	, orf
3264	, blood urea
3265	, oral contusion
3266	, homeopathy
3267	, salivary gland hypertrophy
3268	, wound dehiscence
3269	, sickle cell disease
3270	, human anti-human antibody test
3271	, optic pathway injury
3272	, dextrocardia
3273	, lethargy
3274	, newborn head moulding
3275	, fracture nonunion
3276	, rash scaly
3277	, fibrous dysplasia of jaw
3278	, amphetamines
3279	, loose stools
3280	, full blood count
3281	, migraine-triggered seizure
3282	, hereditary angioedema
3283	, vasoconstriction
3284	, fibroma
3285	, external ear disorder
3286	, ischaemic limb pain
3287	, oesophageal candidiasis
3288	, impaired self-care
3289	, angina unstable
3290	, jejunal stenosis
3291	, laryngeal polypectomy
3292	, failure to thrive
3293	, coproporphyrinogen increased
3294	, partner stress
3295	, accidental needle stick
3296	, ependymoma
3297	, cystinuria
3298	, delayed fontanelle closure
3299	, pain
3300	, salpingitis
3301	, pathological gambling
3302	, product difficult to swallow
3303	, perineal rash
3304	, lichenoid keratosis
3305	, pelvic organ injury
3306	, portal hypertensive gastropathy
3307	, device catching fire
3308	, paralysis recurrent laryngeal nerve
3309	, t-cell depletion
3310	, pityriasis
3311	, oesophageal hypomotility
3312	, pulmonary dysmaturity syndrome
3313	, skin injury
3314	, nipple inflammation
3315	, lipids
3316	, ileostomy
3317	, cleft uvula
3318	, autosomal chromosome anomaly
3319	, humerus fracture
3320	, epinephrine
3321	, reduced dexterity
3322	, radiotherapy to mediastinum
3323	, bladder cyst
3324	, thymus hypertrophy
3325	, infected cyst
3326	, urethral abscess
3327	, bladder scan
3328	, chronic tic disorder
3329	, eclampsia
3330	, persistent depressive disorder
3331	, erythema marginatum
3332	, teething
3333	, amalgam tattoo
3334	, chronic allograft nephropathy
3335	, malignant dysphagia
3336	, impetigo
3337	, red blood cell nucleated morphology present
3338	, eyes sunken
3339	, sarcoma uterus
3340	, biopsy chest wall
3341	, tongue geographic
3342	, cutaneous sporotrichosis
3343	, leukapheresis
3344	, duodenal neoplasm
3345	, pituitary cyst
3346	, amyotrophy
3347	, pericardial rub
3348	, lymphatic duct injury
3349	, pancreatic leak
3350	, fatty liver alcoholic
3351	, victim of abuse
3352	, noonan syndrome
3353	, ileal fistula
3354	, systemic mycosis
3355	, tonsillar ulcer
3356	, gastrectomy total
3357	, heterochromia iridis
3358	, product cleaning inadequate
3359	, yellow skin
3360	, urinary system x-ray
3361	, blepharospasm
3362	, nephrostomy tube placement
3363	, faeces soft
3364	, synovitis
3365	, developmental glaucoma
3366	, collagen antigen type 1
3367	, alpha-1 anti-trypsin abnormal
3368	, pneumopericardium
3369	, commotio retinae
3370	, protein total
3371	, caput succedaneum
3372	, sick sinus syndrome
3373	, acrokeratosis verruciformis
3374	, carpal collapse
3375	, analgesic asthma syndrome
3376	, immune-mediated hepatitis
3377	, lung transplant
3378	,  or xiii
3379	, juvenile myoclonic epilepsy
3380	, overdose
3381	, zygomycosis
3382	, automatic bladder
3383	, myocarditis toxoplasmal
3384	, hypogonadism
3385	, tongue injury
3386	, facial neuralgia
3387	, splenomegaly
3388	, hemianaesthesia
3389	, vascular device user
3390	, neurogenic bowel
3391	, surgical fixation of rib fracture
3392	, cholangiectasis acquired
3393	, cushingoid
3394	, arthrogram
3395	, postictal psychosis
3396	, postnasal drip
3397	, adrenal cyst
3398	, shunt infection
3399	, radiation dysphagia
3400	, meningitis coccidioides
3401	, targeted cancer therapy
3402	, respiratory sighs
3403	, bladder calculus removal
3404	, otorrhoea
3405	, creutzfeldt-jakob disease
3406	, extranodal nk/t-cell lymphoma
3407	, condition aggravated
3408	, sudden visual loss
3409	, lid sulcus deepened
3410	, pseudostroke
3411	, limb reconstructive surgery
3412	, opiates negative
3413	, pre-eclampsia
3414	, wound decomposition
3415	, microphthalmos
3416	, vitritis
3417	, facial spasm
3418	, spondyloepiphyseal dysplasia
3419	, assisted suicide
3420	, duodenal papillitis
3421	, haphephobia
3422	, thoracic outlet surgery
3423	, cytogenetic analysis
3424	, amblyopia
3425	, imprisonment
3426	, acquired digital fibrokeratoma
3427	, snoring
3428	, sigmoidectomy
3429	, ear irrigation
3430	, shone complex
3431	, urinary bladder rupture
3432	, hand amputation
3433	, capillary fragility test
3434	, abdominal migraine
3435	, spondylopathy traumatic
3436	, calcinosis
3437	, phobia of exams
3438	, oesophageal compression
3439	, infertility tests
3440	, gastrectomy
3441	, convulsion in childhood
3442	, hip fracture
3443	, anal skin tags
3444	, funguria
3445	, tooth ankylosis
3446	, galactocele
3447	, vascular bypass dysfunction
3448	, leukaemia granulocytic
3449	, pustular psoriasis
3450	, neglect of personal appearance
3451	, palmomental reflex
3452	, multimorbidity
3453	, flail chest
3454	, spina bifida
3455	, presyncope
3456	, patella replacement
3457	, cryptococcus antigen positive
3458	, skin test
3459	, burkholderia cepacia complex sepsis
3460	, liver ablation
3461	, fragile x syndrome
3462	, endocarditis candida
3463	,  follicular grade i
3464	, osteofibroma
3465	, pregnancy induced hypertension
3466	, dysgeusia
3467	, slipping rib syndrome
3468	, job dissatisfaction
